"id_maquina","n_intervalo","tiempo_entre","evento","antiguedad_ini","proceso","criticidad","fabricante","carga","plan_mantenimiento","intervalo_mant"
"M236",3,799.3,0,8.802,"Corte","Auxiliar","B",0.746,"Preventivo",120
"M237",1,418.93,1,0.559,"Ensamblaje","Critica","B",0.432,"Correctivo",NA
"M237",2,294.75,1,1.707,"Ensamblaje","Critica","B",0.432,"Correctivo",NA
"M237",3,746.32,0,2.514,"Ensamblaje","Critica","B",0.432,"Correctivo",NA
"M238",1,884.56,1,4.321,"Acabado","Auxiliar","A",0.784,"Correctivo",NA
"M238",2,18.04,1,6.744,"Acabado","Auxiliar","A",0.784,"Correctivo",NA
"M238",3,335.7,1,6.793,"Acabado","Auxiliar","A",0.784,"Correctivo",NA
"M238",4,35.16,1,7.713,"Acabado","Auxiliar","A",0.784,"Correctivo",NA
"M238",5,92.98,1,7.809,"Acabado","Auxiliar","A",0.784,"Correctivo",NA
"M238",6,93.55,0,8.064,"Acabado","Auxiliar","A",0.784,"Correctivo",NA
"M239",1,283.83,1,4.351,"Mecanizado","Importante","C",0.693,"Correctivo",NA
"M239",2,225.55,1,5.128,"Mecanizado","Importante","C",0.693,"Correctivo",NA
"M239",3,621.37,1,5.746,"Mecanizado","Importante","C",0.693,"Correctivo",NA
"M239",4,179.4,1,7.449,"Mecanizado","Importante","C",0.693,"Correctivo",NA
"M239",5,149.85,0,7.94,"Mecanizado","Importante","C",0.693,"Correctivo",NA
"M240",1,1376.4,1,0.915,"Mecanizado","Auxiliar","B",0.598,"Correctivo",NA
"M240",2,83.6,0,4.686,"Mecanizado","Auxiliar","B",0.598,"Correctivo",NA
"M241",1,648.24,1,4.762,"Corte","Auxiliar","A",0.751,"Correctivo",NA
"M241",2,292.82,1,6.538,"Corte","Auxiliar","A",0.751,"Correctivo",NA
"M241",3,116.05,1,7.34,"Corte","Auxiliar","A",0.751,"Correctivo",NA
"M241",4,95.91,1,7.658,"Corte","Auxiliar","A",0.751,"Correctivo",NA
"M241",5,287.14,1,7.921,"Corte","Auxiliar","A",0.751,"Correctivo",NA
"M241",6,19.84,0,8.707,"Corte","Auxiliar","A",0.751,"Correctivo",NA
"M242",1,596.59,1,3.244,"Acabado","Auxiliar","A",0.523,"Correctivo",NA
"M242",2,194.38,1,4.878,"Acabado","Auxiliar","A",0.523,"Correctivo",NA
"M242",3,271.21,1,5.411,"Acabado","Auxiliar","A",0.523,"Correctivo",NA
"M242",4,148.57,1,6.154,"Acabado","Auxiliar","A",0.523,"Correctivo",NA
"M242",5,227.75,1,6.561,"Acabado","Auxiliar","A",0.523,"Correctivo",NA
"M242",6,21.51,0,7.185,"Acabado","Auxiliar","A",0.523,"Correctivo",NA
"M243",1,295.28,1,5.436,"Mecanizado","Importante","C",0.906,"Preventivo",120
"M243",2,172.34,1,6.245,"Mecanizado","Importante","C",0.906,"Preventivo",120
"M243",3,120.06,1,6.717,"Mecanizado","Importante","C",0.906,"Preventivo",120
"M243",4,38.72,1,7.046,"Mecanizado","Importante","C",0.906,"Preventivo",120
"M243",5,446.33,1,7.152,"Mecanizado","Importante","C",0.906,"Preventivo",120
"M243",6,0.69,1,8.375,"Mecanizado","Importante","C",0.906,"Preventivo",120
"M243",7,386.58,0,8.376,"Mecanizado","Importante","C",0.906,"Preventivo",120
"M244",1,9.3,1,3.351,"Ensamblaje","Importante","A",0.382,"Correctivo",NA
"M244",2,336.39,1,3.376,"Ensamblaje","Importante","A",0.382,"Correctivo",NA
"M244",3,230.86,1,4.298,"Ensamblaje","Importante","A",0.382,"Correctivo",NA
"M244",4,416.29,1,4.93,"Ensamblaje","Importante","A",0.382,"Correctivo",NA
"M244",5,38.8,1,6.071,"Ensamblaje","Importante","A",0.382,"Correctivo",NA
"M244",6,183.72,1,6.177,"Ensamblaje","Importante","A",0.382,"Correctivo",NA
"M244",7,24.39,1,6.68,"Ensamblaje","Importante","A",0.382,"Correctivo",NA
"M244",8,220.25,0,6.747,"Ensamblaje","Importante","A",0.382,"Correctivo",NA
"M245",1,192.24,1,4.764,"Mecanizado","Importante","C",0.953,"Correctivo",NA
"M245",2,481.49,1,5.291,"Mecanizado","Importante","C",0.953,"Correctivo",NA
"M245",3,48.7,1,6.61,"Mecanizado","Importante","C",0.953,"Correctivo",NA
"M245",4,535.36,1,6.744,"Mecanizado","Importante","C",0.953,"Correctivo",NA
"M245",5,202.21,0,8.21,"Mecanizado","Importante","C",0.953,"Correctivo",NA
"M246",1,259.37,1,0.351,"Mecanizado","Critica","A",0.86,"Correctivo",NA
"M246",2,24.16,1,1.061,"Mecanizado","Critica","A",0.86,"Correctivo",NA
"M246",3,276.08,1,1.127,"Mecanizado","Critica","A",0.86,"Correctivo",NA
"M246",4,227.67,1,1.884,"Mecanizado","Critica","A",0.86,"Correctivo",NA
"M246",5,672.72,0,2.508,"Mecanizado","Critica","A",0.86,"Correctivo",NA
"M247",1,157.29,1,0,"Corte","Auxiliar","A",0.913,"Preventivo",90
"M247",2,489.71,0,0.431,"Corte","Auxiliar","A",0.913,"Preventivo",90
"M248",1,302.18,1,7.8,"Ensamblaje","Auxiliar","C",0.798,"Correctivo",NA
"M248",2,245.28,1,8.628,"Ensamblaje","Auxiliar","C",0.798,"Correctivo",NA
"M248",3,37.56,1,9.3,"Ensamblaje","Auxiliar","C",0.798,"Correctivo",NA
"M248",4,73.21,1,9.403,"Ensamblaje","Auxiliar","C",0.798,"Correctivo",NA
"M248",5,31.8,1,9.603,"Ensamblaje","Auxiliar","C",0.798,"Correctivo",NA
"M248",6,269.92,1,9.691,"Ensamblaje","Auxiliar","C",0.798,"Correctivo",NA
"M248",7,144.94,1,10.43,"Ensamblaje","Auxiliar","C",0.798,"Correctivo",NA
"M248",8,114.08,1,10.827,"Ensamblaje","Auxiliar","C",0.798,"Correctivo",NA
"M248",9,86.17,1,11.14,"Ensamblaje","Auxiliar","C",0.798,"Correctivo",NA
"M248",10,4.98,1,11.376,"Ensamblaje","Auxiliar","C",0.798,"Correctivo",NA
"M248",11,149.88,0,11.389,"Ensamblaje","Auxiliar","C",0.798,"Correctivo",NA
"M249",1,115.12,1,0.89,"Ensamblaje","Auxiliar","A",0.802,"Correctivo",NA
"M249",2,1159.65,1,1.206,"Ensamblaje","Auxiliar","A",0.802,"Correctivo",NA
"M249",3,185.23,0,4.383,"Ensamblaje","Auxiliar","A",0.802,"Correctivo",NA
"M250",1,12.55,1,7.704,"Ensamblaje","Auxiliar","C",0.824,"Correctivo",NA
"M250",2,766.11,1,7.738,"Ensamblaje","Auxiliar","C",0.824,"Correctivo",NA
"M250",3,93.41,1,9.837,"Ensamblaje","Auxiliar","C",0.824,"Correctivo",NA
"M250",4,587.93,0,10.093,"Ensamblaje","Auxiliar","C",0.824,"Correctivo",NA
"M251",1,1182.86,1,1.499,"Ensamblaje","Auxiliar","C",0.9,"Preventivo",90
"M251",2,277.14,0,4.739,"Ensamblaje","Auxiliar","C",0.9,"Preventivo",90
"M252",1,978.48,1,4.022,"Corte","Auxiliar","B",0.627,"Correctivo",NA
"M252",2,171.98,1,6.703,"Corte","Auxiliar","B",0.627,"Correctivo",NA
"M252",3,309.54,0,7.174,"Corte","Auxiliar","B",0.627,"Correctivo",NA
"M253",1,82.53,1,4.266,"Mecanizado","Auxiliar","C",0.663,"Preventivo",120
"M253",2,617.83,1,4.492,"Mecanizado","Auxiliar","C",0.663,"Preventivo",120
"M253",3,195.81,1,6.185,"Mecanizado","Auxiliar","C",0.663,"Preventivo",120
"M253",4,63.92,1,6.721,"Mecanizado","Auxiliar","C",0.663,"Preventivo",120
"M253",5,132.62,1,6.896,"Mecanizado","Auxiliar","C",0.663,"Preventivo",120
"M253",6,20.44,1,7.259,"Mecanizado","Auxiliar","C",0.663,"Preventivo",120
"M253",7,30.89,1,7.315,"Mecanizado","Auxiliar","C",0.663,"Preventivo",120
"M253",8,110.91,1,7.4,"Mecanizado","Auxiliar","C",0.663,"Preventivo",120
"M253",9,17.26,1,7.704,"Mecanizado","Auxiliar","C",0.663,"Preventivo",120
"M253",10,187.8,0,7.751,"Mecanizado","Auxiliar","C",0.663,"Preventivo",120
"M254",1,49.2,1,4.784,"Acabado","Importante","A",0.569,"Correctivo",NA
"M254",2,186.33,1,4.918,"Acabado","Importante","A",0.569,"Correctivo",NA
"M254",3,232.51,1,5.429,"Acabado","Importante","A",0.569,"Correctivo",NA
"M254",4,227.63,1,6.066,"Acabado","Importante","A",0.569,"Correctivo",NA
"M254",5,560.76,1,6.69,"Acabado","Importante","A",0.569,"Correctivo",NA
"M254",6,203.57,0,8.226,"Acabado","Importante","A",0.569,"Correctivo",NA
"M255",1,1322,0,0,"Lijado","Auxiliar","A",0.66,"Preventivo",60
"M256",1,1252.38,1,1.986,"Lijado","Critica","C",0.417,"Preventivo",90
"M256",2,207.62,0,5.417,"Lijado","Critica","C",0.417,"Preventivo",90
"M257",1,651.06,1,4.46,"Mecanizado","Critica","A",0.758,"Preventivo",90
"M257",2,808.94,0,6.244,"Mecanizado","Critica","A",0.758,"Preventivo",90
"M258",1,288.79,1,4.115,"Acabado","Importante","A",0.749,"Preventivo",90
"M258",2,1171.21,0,4.906,"Acabado","Importante","A",0.749,"Preventivo",90
"M259",1,293.49,1,0.195,"Mecanizado","Importante","B",0.689,"Correctivo",NA
"M259",2,481.36,1,0.999,"Mecanizado","Importante","B",0.689,"Correctivo",NA
"M259",3,58.05,1,2.317,"Mecanizado","Importante","B",0.689,"Correctivo",NA
"M259",4,158.69,1,2.476,"Mecanizado","Importante","B",0.689,"Correctivo",NA
"M259",5,468.41,0,2.911,"Mecanizado","Importante","B",0.689,"Correctivo",NA
"M260",1,544.82,1,7.679,"Lijado","Importante","A",0.557,"Preventivo",60
"M260",2,860.83,1,9.172,"Lijado","Importante","A",0.557,"Preventivo",60
"M260",3,54.36,0,11.531,"Lijado","Importante","A",0.557,"Preventivo",60
"M261",1,840.38,1,5.605,"Acabado","Importante","B",0.666,"Correctivo",NA
"M261",2,619.62,0,7.908,"Acabado","Importante","B",0.666,"Correctivo",NA
"M262",1,778.51,1,0,"Acabado","Importante","A",0.718,"Correctivo",NA
"M262",2,164.17,1,2.133,"Acabado","Importante","A",0.718,"Correctivo",NA
"M262",3,73.79,1,2.583,"Acabado","Importante","A",0.718,"Correctivo",NA
"M262",4,222.54,0,2.785,"Acabado","Importante","A",0.718,"Correctivo",NA
"M263",1,1336.66,1,5.148,"Lijado","Auxiliar","B",0.74,"Preventivo",90
"M263",2,123.34,0,8.81,"Lijado","Auxiliar","B",0.74,"Preventivo",90
"M264",1,237.75,1,1.307,"Ensamblaje","Importante","B",0.376,"Preventivo",60
"M264",2,1222.25,0,1.958,"Ensamblaje","Importante","B",0.376,"Preventivo",60
"M265",1,791.08,1,5.299,"Mecanizado","Critica","A",0.799,"Preventivo",120
"M265",2,352.29,1,7.466,"Mecanizado","Critica","A",0.799,"Preventivo",120
"M265",3,316.63,0,8.431,"Mecanizado","Critica","A",0.799,"Preventivo",120
"M266",1,843.9,1,4.737,"Lijado","Importante","A",0.707,"Preventivo",60
"M266",2,616.1,0,7.049,"Lijado","Importante","A",0.707,"Preventivo",60
"M267",1,405.27,1,2.8,"Lijado","Importante","C",0.563,"Correctivo",NA
"M267",2,25.39,1,3.91,"Lijado","Importante","C",0.563,"Correctivo",NA
"M267",3,102.61,1,3.98,"Lijado","Importante","C",0.563,"Correctivo",NA
"M267",4,311.02,1,4.261,"Lijado","Importante","C",0.563,"Correctivo",NA
"M267",5,422.48,1,5.113,"Lijado","Importante","C",0.563,"Correctivo",NA
"M267",6,193.23,0,6.271,"Lijado","Importante","C",0.563,"Correctivo",NA
"M268",1,990.84,1,1.559,"Lijado","Importante","C",0.88,"Preventivo",90
"M268",2,137.67,1,4.274,"Lijado","Importante","C",0.88,"Preventivo",90
"M268",3,110.14,1,4.651,"Lijado","Importante","C",0.88,"Preventivo",90
"M268",4,221.36,0,4.952,"Lijado","Importante","C",0.88,"Preventivo",90
"M269",1,1460,0,2.036,"Lijado","Critica","B",0.372,"Preventivo",120
"M270",1,329.91,1,3.047,"Lijado","Critica","A",0.878,"Correctivo",NA
"M270",2,37.02,1,3.95,"Lijado","Critica","A",0.878,"Correctivo",NA
"M270",3,74.96,1,4.052,"Lijado","Critica","A",0.878,"Correctivo",NA
"M270",4,41.7,1,4.257,"Lijado","Critica","A",0.878,"Correctivo",NA
"M270",5,71.62,1,4.371,"Lijado","Critica","A",0.878,"Correctivo",NA
"M270",6,87.45,1,4.568,"Lijado","Critica","A",0.878,"Correctivo",NA
"M270",7,306.72,1,4.807,"Lijado","Critica","A",0.878,"Correctivo",NA
"M270",8,122.23,1,5.648,"Lijado","Critica","A",0.878,"Correctivo",NA
"M270",9,280.79,1,5.983,"Lijado","Critica","A",0.878,"Correctivo",NA
"M270",10,47.88,1,6.752,"Lijado","Critica","A",0.878,"Correctivo",NA
"M270",11,59.71,0,6.883,"Lijado","Critica","A",0.878,"Correctivo",NA
"M271",1,86.92,1,4.655,"Corte","Importante","A",0.908,"Correctivo",NA
"M271",2,440.17,1,4.893,"Corte","Importante","A",0.908,"Correctivo",NA
"M271",3,117.63,1,6.099,"Corte","Importante","A",0.908,"Correctivo",NA
"M271",4,39.52,1,6.421,"Corte","Importante","A",0.908,"Correctivo",NA
"M271",5,198.57,1,6.529,"Corte","Importante","A",0.908,"Correctivo",NA
"M271",6,94.61,1,7.073,"Corte","Importante","A",0.908,"Correctivo",NA
"M271",7,163.18,1,7.333,"Corte","Importante","A",0.908,"Correctivo",NA
"M271",8,64.35,1,7.78,"Corte","Importante","A",0.908,"Correctivo",NA
"M271",9,24.76,1,7.956,"Corte","Importante","A",0.908,"Correctivo",NA
"M271",10,4.27,1,8.024,"Corte","Importante","A",0.908,"Correctivo",NA
"M271",11,121.4,1,8.036,"Corte","Importante","A",0.908,"Correctivo",NA
"M271",12,104.61,0,8.368,"Corte","Importante","A",0.908,"Correctivo",NA
"M272",1,820.23,1,3.962,"Mecanizado","Importante","C",0.702,"Correctivo",NA
"M272",2,131.74,1,6.209,"Mecanizado","Importante","C",0.702,"Correctivo",NA
"M272",3,249.34,1,6.57,"Mecanizado","Importante","C",0.702,"Correctivo",NA
"M272",4,258.69,0,7.253,"Mecanizado","Importante","C",0.702,"Correctivo",NA
"M273",1,549.85,1,5.578,"Lijado","Auxiliar","A",0.715,"Correctivo",NA
"M273",2,233.78,1,7.085,"Lijado","Auxiliar","A",0.715,"Correctivo",NA
"M273",3,216.41,1,7.725,"Lijado","Auxiliar","A",0.715,"Correctivo",NA
"M273",4,459.96,0,8.318,"Lijado","Auxiliar","A",0.715,"Correctivo",NA
"M274",1,194.94,1,4.792,"Ensamblaje","Importante","C",0.727,"Correctivo",NA
"M274",2,351.19,1,5.326,"Ensamblaje","Importante","C",0.727,"Correctivo",NA
"M274",3,399.36,1,6.288,"Ensamblaje","Importante","C",0.727,"Correctivo",NA
"M274",4,514.51,0,7.382,"Ensamblaje","Importante","C",0.727,"Correctivo",NA
"M275",1,73.85,1,3.781,"Lijado","Auxiliar","A",0.725,"Correctivo",NA
"M275",2,22.12,1,3.983,"Lijado","Auxiliar","A",0.725,"Correctivo",NA
"M275",3,45.41,1,4.044,"Lijado","Auxiliar","A",0.725,"Correctivo",NA
"M275",4,300.2,1,4.168,"Lijado","Auxiliar","A",0.725,"Correctivo",NA
"M275",5,582.88,1,4.991,"Lijado","Auxiliar","A",0.725,"Correctivo",NA
"M275",6,242.94,1,6.588,"Lijado","Auxiliar","A",0.725,"Correctivo",NA
"M275",7,139.47,1,7.253,"Lijado","Auxiliar","A",0.725,"Correctivo",NA
"M275",8,53.14,0,7.635,"Lijado","Auxiliar","A",0.725,"Correctivo",NA
"M276",1,35.17,1,0,"Ensamblaje","Critica","B",0.776,"Preventivo",120
"M276",2,1283.83,0,0.096,"Ensamblaje","Critica","B",0.776,"Preventivo",120
"M277",1,221.52,1,0,"Lijado","Importante","B",0.576,"Correctivo",NA
"M277",2,648.48,0,0.607,"Lijado","Importante","B",0.576,"Correctivo",NA
"M278",1,258.04,1,0,"Lijado","Auxiliar","B",0.663,"Correctivo",NA
"M278",2,421.96,0,0.707,"Lijado","Auxiliar","B",0.663,"Correctivo",NA
"M279",1,305.97,1,7.932,"Lijado","Auxiliar","A",0.471,"Correctivo",NA
"M279",2,893.14,1,8.77,"Lijado","Auxiliar","A",0.471,"Correctivo",NA
"M279",3,216.83,1,11.217,"Lijado","Auxiliar","A",0.471,"Correctivo",NA
"M279",4,44.06,0,11.811,"Lijado","Auxiliar","A",0.471,"Correctivo",NA
"M280",1,295.46,1,4.584,"Acabado","Critica","A",0.61,"Preventivo",90
"M280",2,76.97,1,5.393,"Acabado","Critica","A",0.61,"Preventivo",90
"M280",3,178.14,1,5.604,"Acabado","Critica","A",0.61,"Preventivo",90
"M280",4,12.62,1,6.092,"Acabado","Critica","A",0.61,"Preventivo",90
"M280",5,72.15,1,6.127,"Acabado","Critica","A",0.61,"Preventivo",90
"M280",6,107.57,1,6.324,"Acabado","Critica","A",0.61,"Preventivo",90
"M280",7,709.33,1,6.619,"Acabado","Critica","A",0.61,"Preventivo",90
"M280",8,7.76,0,8.562,"Acabado","Critica","A",0.61,"Preventivo",90
"M281",1,1147,0,0,"Corte","Critica","A",0.785,"Preventivo",90
"M282",1,73.3,1,5.088,"Acabado","Importante","B",0.695,"Correctivo",NA
"M282",2,444.48,1,5.288,"Acabado","Importante","B",0.695,"Correctivo",NA
"M282",3,26,1,6.506,"Acabado","Importante","B",0.695,"Correctivo",NA
"M282",4,325.94,1,6.577,"Acabado","Importante","B",0.695,"Correctivo",NA
"M282",5,30.5,1,7.47,"Acabado","Importante","B",0.695,"Correctivo",NA
"M282",6,559.78,0,7.554,"Acabado","Importante","B",0.695,"Correctivo",NA
"M283",1,794,0,0,"Ensamblaje","Importante","B",0.69,"Correctivo",NA
"M284",1,227.79,1,0,"Acabado","Critica","C",0.479,"Correctivo",NA
"M284",2,257.15,1,0.624,"Acabado","Critica","C",0.479,"Correctivo",NA
"M284",3,225.45,1,1.329,"Acabado","Critica","C",0.479,"Correctivo",NA
"M284",4,387.83,1,1.946,"Acabado","Critica","C",0.479,"Correctivo",NA
"M284",5,133.77,0,3.009,"Acabado","Critica","C",0.479,"Correctivo",NA
"M285",1,1460,0,0.466,"Mecanizado","Critica","C",0.828,"Preventivo",60
"M286",1,1460,0,6.34,"Corte","Importante","B",0.689,"Preventivo",60
"M287",1,272.73,1,4.455,"Acabado","Critica","A",0.686,"Preventivo",60
"M287",2,74.02,1,5.202,"Acabado","Critica","A",0.686,"Preventivo",60
"M287",3,398.01,1,5.405,"Acabado","Critica","A",0.686,"Preventivo",60
"M287",4,582.93,1,6.495,"Acabado","Critica","A",0.686,"Preventivo",60
"M287",5,132.3,0,8.092,"Acabado","Critica","A",0.686,"Preventivo",60
"M288",1,599.62,1,0,"Ensamblaje","Auxiliar","B",0.896,"Preventivo",120
"M288",2,52.55,1,1.643,"Ensamblaje","Auxiliar","B",0.896,"Preventivo",120
"M288",3,79.84,0,1.787,"Ensamblaje","Auxiliar","B",0.896,"Preventivo",120
"M289",1,184.21,1,6.515,"Corte","Auxiliar","C",0.952,"Correctivo",NA
"M289",2,691.49,1,7.02,"Corte","Auxiliar","C",0.952,"Correctivo",NA
"M289",3,95.94,1,8.914,"Corte","Auxiliar","C",0.952,"Correctivo",NA
"M289",4,103.08,1,9.177,"Corte","Auxiliar","C",0.952,"Correctivo",NA
"M289",5,186.04,1,9.459,"Corte","Auxiliar","C",0.952,"Correctivo",NA
"M289",6,29.12,1,9.969,"Corte","Auxiliar","C",0.952,"Correctivo",NA
"M289",7,36.64,1,10.049,"Corte","Auxiliar","C",0.952,"Correctivo",NA
"M289",8,44.29,1,10.149,"Corte","Auxiliar","C",0.952,"Correctivo",NA
"M289",9,89.2,0,10.271,"Corte","Auxiliar","C",0.952,"Correctivo",NA
"M290",1,413.17,1,0,"Corte","Critica","C",0.72,"Preventivo",60
"M290",2,677.83,0,1.132,"Corte","Critica","C",0.72,"Preventivo",60
"M291",1,648.37,1,6.858,"Lijado","Importante","C",0.469,"Preventivo",60
"M291",2,811.63,0,8.634,"Lijado","Importante","C",0.469,"Preventivo",60
"M292",1,1238.9,1,0.085,"Corte","Importante","A",0.571,"Correctivo",NA
"M292",2,221.1,0,3.479,"Corte","Importante","A",0.571,"Correctivo",NA
"M293",1,1460,0,2.932,"Mecanizado","Auxiliar","B",0.785,"Preventivo",60
"M294",1,35.78,1,6.208,"Ensamblaje","Importante","A",0.737,"Correctivo",NA
"M294",2,1112.11,1,6.306,"Ensamblaje","Importante","A",0.737,"Correctivo",NA
"M294",3,96.26,1,9.353,"Ensamblaje","Importante","A",0.737,"Correctivo",NA
"M294",4,125.38,1,9.617,"Ensamblaje","Importante","A",0.737,"Correctivo",NA
"M294",5,90.47,0,9.96,"Ensamblaje","Importante","A",0.737,"Correctivo",NA
"M295",1,456.43,1,6.742,"Corte","Auxiliar","A",0.768,"Correctivo",NA
"M295",2,754.33,1,7.993,"Corte","Auxiliar","A",0.768,"Correctivo",NA
"M295",3,249.24,0,10.06,"Corte","Auxiliar","A",0.768,"Correctivo",NA
"M296",1,67.27,1,1.926,"Acabado","Auxiliar","B",0.701,"Correctivo",NA
"M296",2,271.13,1,2.11,"Acabado","Auxiliar","B",0.701,"Correctivo",NA
"M296",3,123.75,1,2.853,"Acabado","Auxiliar","B",0.701,"Correctivo",NA
"M296",4,294.61,1,3.192,"Acabado","Auxiliar","B",0.701,"Correctivo",NA
"M296",5,259.24,1,3.999,"Acabado","Auxiliar","B",0.701,"Correctivo",NA
"M296",6,375.88,1,4.71,"Acabado","Auxiliar","B",0.701,"Correctivo",NA
"M296",7,61.32,1,5.739,"Acabado","Auxiliar","B",0.701,"Correctivo",NA
"M296",8,6.79,0,5.907,"Acabado","Auxiliar","B",0.701,"Correctivo",NA
"M297",1,218,1,4.942,"Acabado","Importante","B",0.884,"Preventivo",90
"M297",2,1189.02,1,5.54,"Acabado","Importante","B",0.884,"Preventivo",90
"M297",3,52.98,0,8.797,"Acabado","Importante","B",0.884,"Preventivo",90
"M298",1,1460,0,3.299,"Corte","Auxiliar","C",0.401,"Correctivo",NA
"M299",1,209.17,1,1.847,"Acabado","Auxiliar","C",0.714,"Preventivo",60
"M299",2,1250.83,0,2.42,"Acabado","Auxiliar","C",0.714,"Preventivo",60
"M300",1,1460,0,2.392,"Ensamblaje","Critica","B",0.575,"Preventivo",120
"M301",1,681.2,1,0,"Acabado","Auxiliar","A",0.45,"Correctivo",NA
"M301",2,15.87,1,1.866,"Acabado","Auxiliar","A",0.45,"Correctivo",NA
"M301",3,246.95,1,1.91,"Acabado","Auxiliar","A",0.45,"Correctivo",NA
"M301",4,483.99,0,2.586,"Acabado","Auxiliar","A",0.45,"Correctivo",NA
"M302",1,1205.99,1,0,"Lijado","Importante","A",0.769,"Correctivo",NA
"M302",2,6.01,0,3.304,"Lijado","Importante","A",0.769,"Correctivo",NA
"M303",1,169.01,1,0.573,"Lijado","Importante","A",0.67,"Correctivo",NA
"M303",2,321.31,1,1.036,"Lijado","Importante","A",0.67,"Correctivo",NA
"M303",3,345.87,1,1.916,"Lijado","Importante","A",0.67,"Correctivo",NA
"M303",4,36.36,1,2.864,"Lijado","Importante","A",0.67,"Correctivo",NA
"M303",5,413.7,1,2.963,"Lijado","Importante","A",0.67,"Correctivo",NA
"M303",6,173.75,0,4.097,"Lijado","Importante","A",0.67,"Correctivo",NA
"M304",1,476.88,1,7.608,"Mecanizado","Auxiliar","C",0.793,"Correctivo",NA
"M304",2,511.63,1,8.915,"Mecanizado","Auxiliar","C",0.793,"Correctivo",NA
"M304",3,191.75,1,10.316,"Mecanizado","Auxiliar","C",0.793,"Correctivo",NA
"M304",4,279.74,0,10.842,"Mecanizado","Auxiliar","C",0.793,"Correctivo",NA
"M305",1,219.38,1,0,"Ensamblaje","Auxiliar","A",0.657,"Preventivo",120
"M305",2,763.62,0,0.601,"Ensamblaje","Auxiliar","A",0.657,"Preventivo",120
"M306",1,317.84,1,6.211,"Mecanizado","Auxiliar","B",0.804,"Preventivo",60
"M306",2,1081.07,1,7.082,"Mecanizado","Auxiliar","B",0.804,"Preventivo",60
"M306",3,61.1,0,10.044,"Mecanizado","Auxiliar","B",0.804,"Preventivo",60
"M307",1,1140,0,0,"Corte","Auxiliar","A",0.834,"Correctivo",NA
"M308",1,39.19,1,0,"Lijado","Auxiliar","A",0.661,"Correctivo",NA
"M308",2,753.51,1,0.107,"Lijado","Auxiliar","A",0.661,"Correctivo",NA
"M308",3,150.5,1,2.172,"Lijado","Auxiliar","A",0.661,"Correctivo",NA
"M308",4,16.8,0,2.584,"Lijado","Auxiliar","A",0.661,"Correctivo",NA
"M309",1,1460,0,2.137,"Acabado","Auxiliar","A",0.615,"Preventivo",90
"M310",1,1012.1,1,1.874,"Ensamblaje","Critica","A",0.617,"Preventivo",90
"M310",2,447.9,0,4.647,"Ensamblaje","Critica","A",0.617,"Preventivo",90
"M311",1,322.98,1,5.564,"Corte","Auxiliar","C",0.346,"Preventivo",90
"M311",2,241.99,1,6.449,"Corte","Auxiliar","C",0.346,"Preventivo",90
"M311",3,74.73,1,7.112,"Corte","Auxiliar","C",0.346,"Preventivo",90
"M311",4,820.31,0,7.317,"Corte","Auxiliar","C",0.346,"Preventivo",90
"M312",1,205.24,1,6.66,"Acabado","Critica","B",0.583,"Preventivo",120
"M312",2,301.75,1,7.223,"Acabado","Critica","B",0.583,"Preventivo",120
"M312",3,6.96,1,8.049,"Acabado","Critica","B",0.583,"Preventivo",120
"M312",4,305.65,1,8.068,"Acabado","Critica","B",0.583,"Preventivo",120
"M312",5,272.61,1,8.906,"Acabado","Critica","B",0.583,"Preventivo",120
"M312",6,367.79,0,9.653,"Acabado","Critica","B",0.583,"Preventivo",120
"M313",1,272.22,1,2.51,"Corte","Importante","A",0.904,"Correctivo",NA
"M313",2,7.26,1,3.255,"Corte","Importante","A",0.904,"Correctivo",NA
"M313",3,533.47,1,3.275,"Corte","Importante","A",0.904,"Correctivo",NA
"M313",4,412.87,1,4.737,"Corte","Importante","A",0.904,"Correctivo",NA
"M313",5,234.18,0,5.868,"Corte","Importante","A",0.904,"Correctivo",NA
"M314",1,350.47,1,7.167,"Acabado","Auxiliar","C",0.513,"Correctivo",NA
"M314",2,105.86,1,8.127,"Acabado","Auxiliar","C",0.513,"Correctivo",NA
"M314",3,41.58,1,8.417,"Acabado","Auxiliar","C",0.513,"Correctivo",NA
"M314",4,313.17,1,8.531,"Acabado","Auxiliar","C",0.513,"Correctivo",NA
"M314",5,396.91,1,9.389,"Acabado","Auxiliar","C",0.513,"Correctivo",NA
"M314",6,252.01,0,10.477,"Acabado","Auxiliar","C",0.513,"Correctivo",NA
"M315",1,899,0,0,"Corte","Critica","A",0.409,"Preventivo",90
"M316",1,178.16,1,6.175,"Acabado","Importante","C",0.56,"Correctivo",NA
"M316",2,140.98,1,6.663,"Acabado","Importante","C",0.56,"Correctivo",NA
"M316",3,11.59,1,7.05,"Acabado","Importante","C",0.56,"Correctivo",NA
"M316",4,92.4,1,7.081,"Acabado","Importante","C",0.56,"Correctivo",NA
"M316",5,144.42,1,7.335,"Acabado","Importante","C",0.56,"Correctivo",NA
"M316",6,159.12,1,7.73,"Acabado","Importante","C",0.56,"Correctivo",NA
"M316",7,61.13,1,8.166,"Acabado","Importante","C",0.56,"Correctivo",NA
"M316",8,33.06,1,8.334,"Acabado","Importante","C",0.56,"Correctivo",NA
"M316",9,369.97,1,8.424,"Acabado","Importante","C",0.56,"Correctivo",NA
"M316",10,68.77,1,9.438,"Acabado","Importante","C",0.56,"Correctivo",NA
