"id_maquina","anio","coste_total","n_averias","exposicion","proceso","criticidad","fabricante","carga","plan_mantenimiento","intervalo_mant"
"M266",1,0,0,1,"Lijado","Importante","A",0.707,"Preventivo",60
"M266",2,0,0,1,"Lijado","Importante","A",0.707,"Preventivo",60
"M266",3,831.65,1,1,"Lijado","Importante","A",0.707,"Preventivo",60
"M266",4,0,0,1,"Lijado","Importante","A",0.707,"Preventivo",60
"M267",1,0,0,1,"Lijado","Importante","C",0.563,"Correctivo",NA
"M267",2,2744.74,3,1,"Lijado","Importante","C",0.563,"Correctivo",NA
"M267",3,968.64,1,1,"Lijado","Importante","C",0.563,"Correctivo",NA
"M267",4,264.49,1,1,"Lijado","Importante","C",0.563,"Correctivo",NA
"M268",1,0,0,1,"Lijado","Importante","C",0.88,"Preventivo",90
"M268",2,0,0,1,"Lijado","Importante","C",0.88,"Preventivo",90
"M268",3,620.01,1,1,"Lijado","Importante","C",0.88,"Preventivo",90
"M268",4,2532.73,2,1,"Lijado","Importante","C",0.88,"Preventivo",90
"M269",1,0,0,1,"Lijado","Critica","B",0.372,"Preventivo",120
"M269",2,0,0,1,"Lijado","Critica","B",0.372,"Preventivo",120
"M269",3,0,0,1,"Lijado","Critica","B",0.372,"Preventivo",120
"M269",4,0,0,1,"Lijado","Critica","B",0.372,"Preventivo",120
"M270",1,874.91,1,1,"Lijado","Critica","A",0.878,"Correctivo",NA
"M270",2,8697.64,5,1,"Lijado","Critica","A",0.878,"Correctivo",NA
"M270",3,2066.51,2,1,"Lijado","Critica","A",0.878,"Correctivo",NA
"M270",4,5440.95,2,1,"Lijado","Critica","A",0.878,"Correctivo",NA
"M271",1,1327.44,1,1,"Corte","Importante","A",0.908,"Correctivo",NA
"M271",2,8163.95,3,1,"Corte","Importante","A",0.908,"Correctivo",NA
"M271",3,2134.6,2,1,"Corte","Importante","A",0.908,"Correctivo",NA
"M271",4,7902.69,5,1,"Corte","Importante","A",0.908,"Correctivo",NA
"M272",1,0,0,1,"Mecanizado","Importante","C",0.702,"Correctivo",NA
"M272",2,0,0,1,"Mecanizado","Importante","C",0.702,"Correctivo",NA
"M272",3,1729.33,2,1,"Mecanizado","Importante","C",0.702,"Correctivo",NA
"M272",4,1414.38,1,1,"Mecanizado","Importante","C",0.702,"Correctivo",NA
"M273",1,0,0,1,"Lijado","Auxiliar","A",0.715,"Correctivo",NA
"M273",2,867.54,1,1,"Lijado","Auxiliar","A",0.715,"Correctivo",NA
"M273",3,1722.05,2,1,"Lijado","Auxiliar","A",0.715,"Correctivo",NA
"M273",4,0,0,1,"Lijado","Auxiliar","A",0.715,"Correctivo",NA
"M274",1,547.18,1,1,"Ensamblaje","Importante","C",0.727,"Correctivo",NA
"M274",2,1775.96,1,1,"Ensamblaje","Importante","C",0.727,"Correctivo",NA
"M274",3,1339.75,1,1,"Ensamblaje","Importante","C",0.727,"Correctivo",NA
"M274",4,0,0,1,"Ensamblaje","Importante","C",0.727,"Correctivo",NA
"M275",1,3486.05,3,1,"Lijado","Auxiliar","A",0.725,"Correctivo",NA
"M275",2,823.88,1,1,"Lijado","Auxiliar","A",0.725,"Correctivo",NA
"M275",3,956.77,1,1,"Lijado","Auxiliar","A",0.725,"Correctivo",NA
"M275",4,3683.61,2,1,"Lijado","Auxiliar","A",0.725,"Correctivo",NA
"M276",1,1932.67,1,0.614,"Ensamblaje","Critica","B",0.776,"Preventivo",120
"M276",2,0,0,1,"Ensamblaje","Critica","B",0.776,"Preventivo",120
"M276",3,0,0,1,"Ensamblaje","Critica","B",0.776,"Preventivo",120
"M276",4,0,0,1,"Ensamblaje","Critica","B",0.776,"Preventivo",120
"M277",2,0,0,0.384,"Lijado","Importante","B",0.576,"Correctivo",NA
"M277",3,671.51,1,1,"Lijado","Importante","B",0.576,"Correctivo",NA
"M277",4,0,0,1,"Lijado","Importante","B",0.576,"Correctivo",NA
"M278",3,423.19,1,0.863,"Lijado","Auxiliar","B",0.663,"Correctivo",NA
"M278",4,0,0,1,"Lijado","Auxiliar","B",0.663,"Correctivo",NA
"M279",1,316.35,1,1,"Lijado","Auxiliar","A",0.471,"Correctivo",NA
"M279",2,0,0,1,"Lijado","Auxiliar","A",0.471,"Correctivo",NA
"M279",3,0,0,1,"Lijado","Auxiliar","A",0.471,"Correctivo",NA
"M279",4,1346.2,2,1,"Lijado","Auxiliar","A",0.471,"Correctivo",NA
"M280",1,4812.57,1,1,"Acabado","Critica","A",0.61,"Preventivo",90
"M280",2,12013.19,4,1,"Acabado","Critica","A",0.61,"Preventivo",90
"M280",3,2937.95,1,1,"Acabado","Critica","A",0.61,"Preventivo",90
"M280",4,2019.33,1,1,"Acabado","Critica","A",0.61,"Preventivo",90
"M281",1,0,0,0.142,"Corte","Critica","A",0.785,"Preventivo",90
"M281",2,0,0,1,"Corte","Critica","A",0.785,"Preventivo",90
"M281",3,0,0,1,"Corte","Critica","A",0.785,"Preventivo",90
"M281",4,0,0,1,"Corte","Critica","A",0.785,"Preventivo",90
"M282",1,394.7,1,1,"Acabado","Importante","B",0.695,"Correctivo",NA
"M282",2,1418.22,2,1,"Acabado","Importante","B",0.695,"Correctivo",NA
"M282",3,2104.66,2,1,"Acabado","Importante","B",0.695,"Correctivo",NA
"M282",4,0,0,1,"Acabado","Importante","B",0.695,"Correctivo",NA
"M283",2,0,0,0.175,"Ensamblaje","Importante","B",0.69,"Correctivo",NA
"M283",3,0,0,1,"Ensamblaje","Importante","B",0.69,"Correctivo",NA
"M283",4,0,0,1,"Ensamblaje","Importante","B",0.69,"Correctivo",NA
"M284",1,0,0,0.375,"Acabado","Critica","C",0.479,"Correctivo",NA
"M284",2,1426.25,2,1,"Acabado","Critica","C",0.479,"Correctivo",NA
"M284",3,1919.42,1,1,"Acabado","Critica","C",0.479,"Correctivo",NA
"M284",4,2694.24,1,1,"Acabado","Critica","C",0.479,"Correctivo",NA
"M285",1,0,0,1,"Mecanizado","Critica","C",0.828,"Preventivo",60
"M285",2,0,0,1,"Mecanizado","Critica","C",0.828,"Preventivo",60
"M285",3,0,0,1,"Mecanizado","Critica","C",0.828,"Preventivo",60
"M285",4,0,0,1,"Mecanizado","Critica","C",0.828,"Preventivo",60
"M286",1,0,0,1,"Corte","Importante","B",0.689,"Preventivo",60
"M286",2,0,0,1,"Corte","Importante","B",0.689,"Preventivo",60
"M286",3,0,0,1,"Corte","Importante","B",0.689,"Preventivo",60
"M286",4,0,0,1,"Corte","Importante","B",0.689,"Preventivo",60
"M287",1,7217.42,2,1,"Acabado","Critica","A",0.686,"Preventivo",60
"M287",2,0,0,1,"Acabado","Critica","A",0.686,"Preventivo",60
"M287",3,879.56,1,1,"Acabado","Critica","A",0.686,"Preventivo",60
"M287",4,5392.49,1,1,"Acabado","Critica","A",0.686,"Preventivo",60
"M288",2,0,0,0.005,"Ensamblaje","Auxiliar","B",0.896,"Preventivo",120
"M288",3,0,0,1,"Ensamblaje","Auxiliar","B",0.896,"Preventivo",120
"M288",4,2843.01,2,1,"Ensamblaje","Auxiliar","B",0.896,"Preventivo",120
"M289",1,524.03,1,1,"Corte","Auxiliar","C",0.952,"Correctivo",NA
"M289",2,0,0,1,"Corte","Auxiliar","C",0.952,"Correctivo",NA
"M289",3,1624.92,3,1,"Corte","Auxiliar","C",0.952,"Correctivo",NA
"M289",4,3467.54,4,1,"Corte","Auxiliar","C",0.952,"Correctivo",NA
"M290",2,0,0,0.989,"Corte","Critica","C",0.72,"Preventivo",60
"M290",3,227.76,1,1,"Corte","Critica","C",0.72,"Preventivo",60
"M290",4,0,0,1,"Corte","Critica","C",0.72,"Preventivo",60
"M291",1,0,0,1,"Lijado","Importante","C",0.469,"Preventivo",60
"M291",2,1508.98,1,1,"Lijado","Importante","C",0.469,"Preventivo",60
"M291",3,0,0,1,"Lijado","Importante","C",0.469,"Preventivo",60
"M291",4,0,0,1,"Lijado","Importante","C",0.469,"Preventivo",60
"M292",1,0,0,1,"Corte","Importante","A",0.571,"Correctivo",NA
"M292",2,0,0,1,"Corte","Importante","A",0.571,"Correctivo",NA
"M292",3,0,0,1,"Corte","Importante","A",0.571,"Correctivo",NA
"M292",4,659.63,1,1,"Corte","Importante","A",0.571,"Correctivo",NA
"M293",1,0,0,1,"Mecanizado","Auxiliar","B",0.785,"Preventivo",60
"M293",2,0,0,1,"Mecanizado","Auxiliar","B",0.785,"Preventivo",60
"M293",3,0,0,1,"Mecanizado","Auxiliar","B",0.785,"Preventivo",60
"M293",4,0,0,1,"Mecanizado","Auxiliar","B",0.785,"Preventivo",60
"M294",1,981.02,1,1,"Ensamblaje","Importante","A",0.737,"Correctivo",NA
"M294",2,0,0,1,"Ensamblaje","Importante","A",0.737,"Correctivo",NA
"M294",3,0,0,1,"Ensamblaje","Importante","A",0.737,"Correctivo",NA
"M294",4,4339.51,3,1,"Ensamblaje","Importante","A",0.737,"Correctivo",NA
"M295",1,0,0,1,"Corte","Auxiliar","A",0.768,"Correctivo",NA
"M295",2,533.97,1,1,"Corte","Auxiliar","A",0.768,"Correctivo",NA
"M295",3,0,0,1,"Corte","Auxiliar","A",0.768,"Correctivo",NA
"M295",4,574.03,1,1,"Corte","Auxiliar","A",0.768,"Correctivo",NA
"M296",1,2048.71,2,1,"Acabado","Auxiliar","B",0.701,"Correctivo",NA
"M296",2,820.76,1,1,"Acabado","Auxiliar","B",0.701,"Correctivo",NA
"M296",3,1419.13,2,1,"Acabado","Auxiliar","B",0.701,"Correctivo",NA
"M296",4,2497.27,2,1,"Acabado","Auxiliar","B",0.701,"Correctivo",NA
"M297",1,770.62,1,1,"Acabado","Importante","B",0.884,"Preventivo",90
"M297",2,0,0,1,"Acabado","Importante","B",0.884,"Preventivo",90
"M297",3,0,0,1,"Acabado","Importante","B",0.884,"Preventivo",90
"M297",4,1028.44,1,1,"Acabado","Importante","B",0.884,"Preventivo",90
"M298",1,0,0,1,"Corte","Auxiliar","C",0.401,"Correctivo",NA
"M298",2,0,0,1,"Corte","Auxiliar","C",0.401,"Correctivo",NA
"M298",3,0,0,1,"Corte","Auxiliar","C",0.401,"Correctivo",NA
"M298",4,0,0,1,"Corte","Auxiliar","C",0.401,"Correctivo",NA
"M299",1,770.7,1,1,"Acabado","Auxiliar","C",0.714,"Preventivo",60
"M299",2,0,0,1,"Acabado","Auxiliar","C",0.714,"Preventivo",60
"M299",3,0,0,1,"Acabado","Auxiliar","C",0.714,"Preventivo",60
"M299",4,0,0,1,"Acabado","Auxiliar","C",0.714,"Preventivo",60
"M300",1,0,0,1,"Ensamblaje","Critica","B",0.575,"Preventivo",120
"M300",2,0,0,1,"Ensamblaje","Critica","B",0.575,"Preventivo",120
"M300",3,0,0,1,"Ensamblaje","Critica","B",0.575,"Preventivo",120
"M300",4,0,0,1,"Ensamblaje","Critica","B",0.575,"Preventivo",120
"M301",1,0,0,0.912,"Acabado","Auxiliar","A",0.45,"Correctivo",NA
"M301",2,2259.8,2,1,"Acabado","Auxiliar","A",0.45,"Correctivo",NA
"M301",3,350.97,1,1,"Acabado","Auxiliar","A",0.45,"Correctivo",NA
"M301",4,0,0,1,"Acabado","Auxiliar","A",0.45,"Correctivo",NA
"M302",1,0,0,0.321,"Lijado","Importante","A",0.769,"Correctivo",NA
"M302",2,0,0,1,"Lijado","Importante","A",0.769,"Correctivo",NA
"M302",3,0,0,1,"Lijado","Importante","A",0.769,"Correctivo",NA
"M302",4,830.87,1,1,"Lijado","Importante","A",0.769,"Correctivo",NA
"M303",1,710.27,1,1,"Lijado","Importante","A",0.67,"Correctivo",NA
"M303",2,681.14,1,1,"Lijado","Importante","A",0.67,"Correctivo",NA
"M303",3,1469.24,2,1,"Lijado","Importante","A",0.67,"Correctivo",NA
"M303",4,995.88,1,1,"Lijado","Importante","A",0.67,"Correctivo",NA
"M304",1,0,0,1,"Mecanizado","Auxiliar","C",0.793,"Correctivo",NA
"M304",2,1631.28,1,1,"Mecanizado","Auxiliar","C",0.793,"Correctivo",NA
"M304",3,2511.42,1,1,"Mecanizado","Auxiliar","C",0.793,"Correctivo",NA
"M304",4,2082.64,1,1,"Mecanizado","Auxiliar","C",0.793,"Correctivo",NA
"M305",2,156.73,1,0.693,"Ensamblaje","Auxiliar","A",0.657,"Preventivo",120
"M305",3,0,0,1,"Ensamblaje","Auxiliar","A",0.657,"Preventivo",120
"M305",4,0,0,1,"Ensamblaje","Auxiliar","A",0.657,"Preventivo",120
"M306",1,624.23,1,1,"Mecanizado","Auxiliar","B",0.804,"Preventivo",60
"M306",2,0,0,1,"Mecanizado","Auxiliar","B",0.804,"Preventivo",60
"M306",3,0,0,1,"Mecanizado","Auxiliar","B",0.804,"Preventivo",60
"M306",4,551.06,1,1,"Mecanizado","Auxiliar","B",0.804,"Preventivo",60
"M307",1,0,0,0.123,"Corte","Auxiliar","A",0.834,"Correctivo",NA
"M307",2,0,0,1,"Corte","Auxiliar","A",0.834,"Correctivo",NA
"M307",3,0,0,1,"Corte","Auxiliar","A",0.834,"Correctivo",NA
"M307",4,0,0,1,"Corte","Auxiliar","A",0.834,"Correctivo",NA
"M308",2,1748.13,1,0.63,"Lijado","Auxiliar","A",0.661,"Correctivo",NA
"M308",3,0,0,1,"Lijado","Auxiliar","A",0.661,"Correctivo",NA
"M308",4,1422.71,2,1,"Lijado","Auxiliar","A",0.661,"Correctivo",NA
"M309",1,0,0,1,"Acabado","Auxiliar","A",0.615,"Preventivo",90
"M309",2,0,0,1,"Acabado","Auxiliar","A",0.615,"Preventivo",90
"M309",3,0,0,1,"Acabado","Auxiliar","A",0.615,"Preventivo",90
"M309",4,0,0,1,"Acabado","Auxiliar","A",0.615,"Preventivo",90
"M310",1,0,0,1,"Ensamblaje","Critica","A",0.617,"Preventivo",90
"M310",2,0,0,1,"Ensamblaje","Critica","A",0.617,"Preventivo",90
"M310",3,3448.81,1,1,"Ensamblaje","Critica","A",0.617,"Preventivo",90
"M310",4,0,0,1,"Ensamblaje","Critica","A",0.617,"Preventivo",90
"M311",1,382.29,1,1,"Corte","Auxiliar","C",0.346,"Preventivo",90
"M311",2,511.48,2,1,"Corte","Auxiliar","C",0.346,"Preventivo",90
"M311",3,0,0,1,"Corte","Auxiliar","C",0.346,"Preventivo",90
"M311",4,0,0,1,"Corte","Auxiliar","C",0.346,"Preventivo",90
"M312",1,6601,1,1,"Acabado","Critica","B",0.583,"Preventivo",120
"M312",2,14870.04,2,1,"Acabado","Critica","B",0.583,"Preventivo",120
"M312",3,18850.57,2,1,"Acabado","Critica","B",0.583,"Preventivo",120
"M312",4,0,0,1,"Acabado","Critica","B",0.583,"Preventivo",120
"M313",1,1966.83,2,1,"Corte","Importante","A",0.904,"Correctivo",NA
"M313",2,0,0,1,"Corte","Importante","A",0.904,"Correctivo",NA
"M313",3,1106.57,1,1,"Corte","Importante","A",0.904,"Correctivo",NA
"M313",4,665.16,1,1,"Corte","Importante","A",0.904,"Correctivo",NA
"M314",1,1109.5,1,1,"Acabado","Auxiliar","C",0.513,"Correctivo",NA
"M314",2,4286.44,2,1,"Acabado","Auxiliar","C",0.513,"Correctivo",NA
"M314",3,1376.94,1,1,"Acabado","Auxiliar","C",0.513,"Correctivo",NA
"M314",4,2072.82,1,1,"Acabado","Auxiliar","C",0.513,"Correctivo",NA
"M315",2,0,0,0.463,"Corte","Critica","A",0.409,"Preventivo",90
"M315",3,0,0,1,"Corte","Critica","A",0.409,"Preventivo",90
"M315",4,0,0,1,"Corte","Critica","A",0.409,"Preventivo",90
"M316",1,4519.01,3,1,"Acabado","Importante","C",0.56,"Correctivo",NA
"M316",2,4290.63,3,1,"Acabado","Importante","C",0.56,"Correctivo",NA
"M316",3,3288.69,2,1,"Acabado","Importante","C",0.56,"Correctivo",NA
"M316",4,2840.48,2,1,"Acabado","Importante","C",0.56,"Correctivo",NA
"M317",1,1695.46,1,1,"Mecanizado","Importante","B",0.776,"Correctivo",NA
"M317",2,4417.89,4,1,"Mecanizado","Importante","B",0.776,"Correctivo",NA
"M317",3,2328.73,1,1,"Mecanizado","Importante","B",0.776,"Correctivo",NA
"M317",4,947.11,1,1,"Mecanizado","Importante","B",0.776,"Correctivo",NA
"M318",1,1321.34,2,1,"Acabado","Auxiliar","A",0.663,"Preventivo",120
"M318",2,420.22,1,1,"Acabado","Auxiliar","A",0.663,"Preventivo",120
"M318",3,1799.54,2,1,"Acabado","Auxiliar","A",0.663,"Preventivo",120
"M318",4,0,0,1,"Acabado","Auxiliar","A",0.663,"Preventivo",120
"M319",1,0,0,1,"Acabado","Importante","A",0.539,"Preventivo",90
"M319",2,935.8,1,1,"Acabado","Importante","A",0.539,"Preventivo",90
"M319",3,0,0,1,"Acabado","Importante","A",0.539,"Preventivo",90
"M319",4,0,0,1,"Acabado","Importante","A",0.539,"Preventivo",90
"M320",1,3497.2,2,1,"Acabado","Critica","C",0.55,"Correctivo",NA
"M320",2,5021.48,2,1,"Acabado","Critica","C",0.55,"Correctivo",NA
"M320",3,6653.93,2,1,"Acabado","Critica","C",0.55,"Correctivo",NA
"M320",4,1875.18,1,1,"Acabado","Critica","C",0.55,"Correctivo",NA
"M321",1,0,0,1,"Acabado","Importante","C",0.546,"Preventivo",90
"M321",2,5773.86,2,1,"Acabado","Importante","C",0.546,"Preventivo",90
"M321",3,2195.87,1,1,"Acabado","Importante","C",0.546,"Preventivo",90
"M321",4,0,0,1,"Acabado","Importante","C",0.546,"Preventivo",90
"M322",1,923.07,1,1,"Ensamblaje","Auxiliar","A",0.794,"Correctivo",NA
"M322",2,991.06,1,1,"Ensamblaje","Auxiliar","A",0.794,"Correctivo",NA
"M322",3,1041.78,1,1,"Ensamblaje","Auxiliar","A",0.794,"Correctivo",NA
"M322",4,0,0,1,"Ensamblaje","Auxiliar","A",0.794,"Correctivo",NA
"M323",1,6910.62,5,1,"Acabado","Auxiliar","A",0.885,"Correctivo",NA
"M323",2,923.31,1,1,"Acabado","Auxiliar","A",0.885,"Correctivo",NA
"M323",3,2463.13,3,1,"Acabado","Auxiliar","A",0.885,"Correctivo",NA
"M323",4,2295.41,2,1,"Acabado","Auxiliar","A",0.885,"Correctivo",NA
"M324",1,0,0,1,"Lijado","Auxiliar","B",0.491,"Preventivo",60
"M324",2,0,0,1,"Lijado","Auxiliar","B",0.491,"Preventivo",60
"M324",3,0,0,1,"Lijado","Auxiliar","B",0.491,"Preventivo",60
"M324",4,0,0,1,"Lijado","Auxiliar","B",0.491,"Preventivo",60
"M325",1,0,0,1,"Acabado","Importante","C",0.769,"Preventivo",120
"M325",2,0,0,1,"Acabado","Importante","C",0.769,"Preventivo",120
"M325",3,0,0,1,"Acabado","Importante","C",0.769,"Preventivo",120
"M325",4,0,0,1,"Acabado","Importante","C",0.769,"Preventivo",120
"M326",1,2365.96,2,1,"Lijado","Importante","B",0.845,"Correctivo",NA
"M326",2,274.36,1,1,"Lijado","Importante","B",0.845,"Correctivo",NA
"M326",3,2967.91,3,1,"Lijado","Importante","B",0.845,"Correctivo",NA
"M326",4,2733.85,3,1,"Lijado","Importante","B",0.845,"Correctivo",NA
"M327",1,0,0,0.627,"Ensamblaje","Auxiliar","B",0.395,"Correctivo",NA
"M327",2,0,0,1,"Ensamblaje","Auxiliar","B",0.395,"Correctivo",NA
"M327",3,0,0,1,"Ensamblaje","Auxiliar","B",0.395,"Correctivo",NA
"M327",4,115.66,1,1,"Ensamblaje","Auxiliar","B",0.395,"Correctivo",NA
"M328",1,4732.26,3,1,"Ensamblaje","Importante","C",0.805,"Correctivo",NA
"M328",2,2708.59,1,1,"Ensamblaje","Importante","C",0.805,"Correctivo",NA
"M328",3,825.36,1,1,"Ensamblaje","Importante","C",0.805,"Correctivo",NA
"M328",4,8175.62,3,1,"Ensamblaje","Importante","C",0.805,"Correctivo",NA
"M329",1,0,0,1,"Mecanizado","Auxiliar","B",0.86,"Preventivo",60
"M329",2,620.41,1,1,"Mecanizado","Auxiliar","B",0.86,"Preventivo",60
"M329",3,0,0,1,"Mecanizado","Auxiliar","B",0.86,"Preventivo",60
"M329",4,428.38,1,1,"Mecanizado","Auxiliar","B",0.86,"Preventivo",60
"M330",1,0,0,1,"Mecanizado","Auxiliar","C",0.772,"Preventivo",90
"M330",2,1518.45,1,1,"Mecanizado","Auxiliar","C",0.772,"Preventivo",90
"M330",3,0,0,1,"Mecanizado","Auxiliar","C",0.772,"Preventivo",90
"M330",4,0,0,1,"Mecanizado","Auxiliar","C",0.772,"Preventivo",90
"M331",1,0,0,1,"Lijado","Auxiliar","C",0.431,"Preventivo",90
"M331",2,0,0,1,"Lijado","Auxiliar","C",0.431,"Preventivo",90
"M331",3,0,0,1,"Lijado","Auxiliar","C",0.431,"Preventivo",90
"M331",4,184.74,1,1,"Lijado","Auxiliar","C",0.431,"Preventivo",90
"M332",1,0,0,1,"Mecanizado","Importante","B",0.644,"Correctivo",NA
"M332",2,0,0,1,"Mecanizado","Importante","B",0.644,"Correctivo",NA
"M332",3,0,0,1,"Mecanizado","Importante","B",0.644,"Correctivo",NA
"M332",4,1649.76,2,1,"Mecanizado","Importante","B",0.644,"Correctivo",NA
"M333",1,0,0,1,"Ensamblaje","Critica","A",0.618,"Preventivo",120
"M333",2,0,0,1,"Ensamblaje","Critica","A",0.618,"Preventivo",120
"M333",3,0,0,1,"Ensamblaje","Critica","A",0.618,"Preventivo",120
"M333",4,3107.01,1,1,"Ensamblaje","Critica","A",0.618,"Preventivo",120
"M334",1,0,0,0.57,"Mecanizado","Auxiliar","B",0.378,"Correctivo",NA
"M334",2,0,0,1,"Mecanizado","Auxiliar","B",0.378,"Correctivo",NA
"M334",3,0,0,1,"Mecanizado","Auxiliar","B",0.378,"Correctivo",NA
"M334",4,0,0,1,"Mecanizado","Auxiliar","B",0.378,"Correctivo",NA
"M335",1,0,0,1,"Corte","Auxiliar","C",0.644,"Preventivo",120
"M335",2,881.54,2,1,"Corte","Auxiliar","C",0.644,"Preventivo",120
"M335",3,0,0,1,"Corte","Auxiliar","C",0.644,"Preventivo",120
"M335",4,329.46,1,1,"Corte","Auxiliar","C",0.644,"Preventivo",120
"M336",1,0,0,1,"Acabado","Critica","A",0.967,"Preventivo",60
"M336",2,1153,1,1,"Acabado","Critica","A",0.967,"Preventivo",60
"M336",3,0,0,1,"Acabado","Critica","A",0.967,"Preventivo",60
"M336",4,15194.69,4,1,"Acabado","Critica","A",0.967,"Preventivo",60
"M337",1,0,0,1,"Mecanizado","Importante","C",0.903,"Correctivo",NA
"M337",2,1061.39,2,1,"Mecanizado","Importante","C",0.903,"Correctivo",NA
"M337",3,1444.78,2,1,"Mecanizado","Importante","C",0.903,"Correctivo",NA
"M337",4,663.47,1,1,"Mecanizado","Importante","C",0.903,"Correctivo",NA
"M338",1,0,0,1,"Mecanizado","Auxiliar","B",0.676,"Correctivo",NA
"M338",2,0,0,1,"Mecanizado","Auxiliar","B",0.676,"Correctivo",NA
"M338",3,1876.42,2,1,"Mecanizado","Auxiliar","B",0.676,"Correctivo",NA
"M338",4,802.2,1,1,"Mecanizado","Auxiliar","B",0.676,"Correctivo",NA
"M339",1,440.41,1,1,"Corte","Importante","B",0.557,"Correctivo",NA
"M339",2,0,0,1,"Corte","Importante","B",0.557,"Correctivo",NA
"M339",3,0,0,1,"Corte","Importante","B",0.557,"Correctivo",NA
"M339",4,3072.57,5,1,"Corte","Importante","B",0.557,"Correctivo",NA
"M340",1,1096.23,1,1,"Lijado","Critica","B",0.538,"Correctivo",NA
"M340",2,0,0,1,"Lijado","Critica","B",0.538,"Correctivo",NA
"M340",3,1840.83,1,1,"Lijado","Critica","B",0.538,"Correctivo",NA
"M340",4,0,0,1,"Lijado","Critica","B",0.538,"Correctivo",NA
"M341",1,851.46,1,1,"Corte","Importante","A",0.803,"Correctivo",NA
"M341",2,1401.83,3,1,"Corte","Importante","A",0.803,"Correctivo",NA
"M341",3,558.62,1,1,"Corte","Importante","A",0.803,"Correctivo",NA
"M341",4,584.58,1,1,"Corte","Importante","A",0.803,"Correctivo",NA
"M342",2,0,0,0.562,"Acabado","Critica","C",0.417,"Preventivo",90
"M342",3,1634.62,1,1,"Acabado","Critica","C",0.417,"Preventivo",90
"M342",4,1651.16,1,1,"Acabado","Critica","C",0.417,"Preventivo",90
"M343",1,1546.65,1,1,"Ensamblaje","Critica","B",0.797,"Correctivo",NA
"M343",2,3986.41,1,1,"Ensamblaje","Critica","B",0.797,"Correctivo",NA
"M343",3,2121.16,1,1,"Ensamblaje","Critica","B",0.797,"Correctivo",NA
"M343",4,0,0,1,"Ensamblaje","Critica","B",0.797,"Correctivo",NA
"M344",1,0,0,1,"Ensamblaje","Auxiliar","B",0.542,"Correctivo",NA
"M344",2,0,0,1,"Ensamblaje","Auxiliar","B",0.542,"Correctivo",NA
"M344",3,554.09,1,1,"Ensamblaje","Auxiliar","B",0.542,"Correctivo",NA
"M344",4,1130.84,1,1,"Ensamblaje","Auxiliar","B",0.542,"Correctivo",NA
"M345",1,0,0,1,"Mecanizado","Importante","A",0.721,"Preventivo",120
"M345",2,0,0,1,"Mecanizado","Importante","A",0.721,"Preventivo",120
"M345",3,0,0,1,"Mecanizado","Importante","A",0.721,"Preventivo",120
"M345",4,481.45,1,1,"Mecanizado","Importante","A",0.721,"Preventivo",120
"M346",1,0,0,1,"Lijado","Auxiliar","C",0.362,"Preventivo",60
"M346",2,0,0,1,"Lijado","Auxiliar","C",0.362,"Preventivo",60
"M346",3,0,0,1,"Lijado","Auxiliar","C",0.362,"Preventivo",60
"M346",4,0,0,1,"Lijado","Auxiliar","C",0.362,"Preventivo",60
"M347",2,1030.85,1,0.247,"Corte","Importante","C",0.652,"Correctivo",NA
"M347",3,0,0,1,"Corte","Importante","C",0.652,"Correctivo",NA
"M347",4,0,0,1,"Corte","Importante","C",0.652,"Correctivo",NA
"M348",1,0,0,1,"Acabado","Auxiliar","B",0.415,"Correctivo",NA
"M348",2,0,0,1,"Acabado","Auxiliar","B",0.415,"Correctivo",NA
"M348",3,485.37,1,1,"Acabado","Auxiliar","B",0.415,"Correctivo",NA
"M348",4,193.75,1,1,"Acabado","Auxiliar","B",0.415,"Correctivo",NA
"M349",1,0,0,1,"Corte","Importante","B",0.756,"Preventivo",120
"M349",2,0,0,1,"Corte","Importante","B",0.756,"Preventivo",120
"M349",3,439.91,1,1,"Corte","Importante","B",0.756,"Preventivo",120
"M349",4,354.91,1,1,"Corte","Importante","B",0.756,"Preventivo",120
"M350",2,0,0,0.663,"Lijado","Auxiliar","B",0.444,"Preventivo",90
"M350",3,0,0,1,"Lijado","Auxiliar","B",0.444,"Preventivo",90
"M350",4,0,0,1,"Lijado","Auxiliar","B",0.444,"Preventivo",90
"M351",1,0,0,1,"Mecanizado","Auxiliar","B",0.67,"Preventivo",60
"M351",2,1170.62,1,1,"Mecanizado","Auxiliar","B",0.67,"Preventivo",60
"M351",3,0,0,1,"Mecanizado","Auxiliar","B",0.67,"Preventivo",60
"M351",4,0,0,1,"Mecanizado","Auxiliar","B",0.67,"Preventivo",60
"M352",1,0,0,1,"Mecanizado","Importante","B",0.517,"Preventivo",60
"M352",2,0,0,1,"Mecanizado","Importante","B",0.517,"Preventivo",60
"M352",3,4291.11,2,1,"Mecanizado","Importante","B",0.517,"Preventivo",60
"M352",4,0,0,1,"Mecanizado","Importante","B",0.517,"Preventivo",60
"M353",1,297.49,1,1,"Ensamblaje","Auxiliar","A",0.69,"Preventivo",90
"M353",2,0,0,1,"Ensamblaje","Auxiliar","A",0.69,"Preventivo",90
"M353",3,1962.77,1,1,"Ensamblaje","Auxiliar","A",0.69,"Preventivo",90
"M353",4,0,0,1,"Ensamblaje","Auxiliar","A",0.69,"Preventivo",90
"M354",1,0,0,1,"Acabado","Critica","B",0.484,"Preventivo",90
