"id_maquina","dia","fecha","n_orden","antiguedad_anios","tiempo_desde_anterior","tipo_averia","dias_desde_mant","turno","tiempo_parada","coste_euros","id_averia","proceso","criticidad","fabricante","carga","plan_mantenimiento","intervalo_mant"
"M167",940.535452294396,2023-07-30,7,5.207,21.76,"Hidraulica",NA,"Mañana",0.51,2654.64,"A00493","Ensamblaje","Importante","A",0.894,"Correctivo",NA
"M167",1107.79054031358,2024-01-13,8,5.665,167.26,"Electronica",NA,"Noche",2.04,2694.45,"A00494","Ensamblaje","Importante","A",0.894,"Correctivo",NA
"M167",1160.99705670238,2024-03-06,9,5.811,53.21,"Mecanica",NA,"Mañana",4.5,2184.89,"A00495","Ensamblaje","Importante","A",0.894,"Correctivo",NA
"M167",1189.13583119633,2024-04-04,10,5.888,28.14,"Hidraulica",NA,"Mañana",7.55,2522.95,"A00496","Ensamblaje","Importante","A",0.894,"Correctivo",NA
"M169",1161.27341649146,2024-03-07,1,1.294,472.27,"Hidraulica",NA,"Tarde",0.08,292.67,"A00497","Corte","Auxiliar","A",0.546,"Correctivo",NA
"M170",344.456970325205,2021-12-11,1,4.256,344.46,"Hidraulica",NA,"Mañana",4.64,1874.13,"A00498","Lijado","Importante","A",0.531,"Correctivo",NA
"M170",595.67281828355,2022-08-19,2,4.944,251.22,"Mecanica",NA,"Mañana",2.17,1649.78,"A00499","Lijado","Importante","A",0.531,"Correctivo",NA
"M170",609.482730445452,2022-09-02,3,4.982,13.81,"Electronica",NA,"Mañana",2.17,1412.57,"A00500","Lijado","Importante","A",0.531,"Correctivo",NA
"M170",858.497817808297,2023-05-09,4,5.664,249.02,"Mecanica",NA,"Mañana",2.85,508.42,"A00501","Lijado","Importante","A",0.531,"Correctivo",NA
"M171",330.108474172652,2021-11-27,1,2.017,330.11,"Mecanica",NA,"Tarde",4.39,539.48,"A00502","Acabado","Importante","A",0.663,"Correctivo",NA
"M171",785.174535616534,2023-02-25,2,3.263,455.07,"Mecanica",NA,"Tarde",8.69,514.65,"A00503","Acabado","Importante","A",0.663,"Correctivo",NA
"M171",1439.11371205514,2024-12-10,3,5.055,653.94,"Electrica",NA,"Noche",5.35,469.68,"A00504","Acabado","Importante","A",0.663,"Correctivo",NA
"M172",596.501595254522,2022-08-20,1,3.607,596.5,"Electronica",NA,"Tarde",1.52,1482.12,"A00505","Acabado","Critica","A",0.527,"Correctivo",NA
"M173",105.168063642923,2021-04-16,1,8.28,105.17,"Mecanica",NA,"Mañana",0.45,611.01,"A00506","Ensamblaje","Auxiliar","A",0.919,"Correctivo",NA
"M173",256.075164023787,2021-09-14,2,8.693,150.91,"Electronica",NA,"Mañana",0.8,300.43,"A00507","Ensamblaje","Auxiliar","A",0.919,"Correctivo",NA
"M173",448.142064170912,2022-03-25,3,9.22,192.07,"Hidraulica",NA,"Mañana",0.4,361.36,"A00508","Ensamblaje","Auxiliar","A",0.919,"Correctivo",NA
"M173",592.100628243061,2022-08-16,4,9.614,143.96,"Hidraulica",NA,"Noche",0.97,639.58,"A00509","Ensamblaje","Auxiliar","A",0.919,"Correctivo",NA
"M173",779.385780363576,2023-02-19,5,10.127,187.29,"Electronica",NA,"Tarde",0.71,137.44,"A00510","Ensamblaje","Auxiliar","A",0.919,"Correctivo",NA
"M173",944.975967425853,2023-08-03,6,10.581,165.59,"Electronica",NA,"Tarde",0.86,485.7,"A00511","Ensamblaje","Auxiliar","A",0.919,"Correctivo",NA
"M173",1036.53256711015,2023-11-03,7,10.832,91.56,"Electronica",NA,"Noche",0.55,612.84,"A00512","Ensamblaje","Auxiliar","A",0.919,"Correctivo",NA
"M173",1155.92116825748,2024-03-01,8,11.159,119.39,"Hidraulica",NA,"Mañana",0.68,423.72,"A00513","Ensamblaje","Auxiliar","A",0.919,"Correctivo",NA
"M173",1245.7184913836,2024-05-30,9,11.405,89.8,"Mecanica",NA,"Mañana",0.24,646.25,"A00514","Ensamblaje","Auxiliar","A",0.919,"Correctivo",NA
"M173",1260.85980378347,2024-06-14,10,11.446,15.14,"Mecanica",NA,"Noche",0.34,295.84,"A00515","Ensamblaje","Auxiliar","A",0.919,"Correctivo",NA
"M174",510.508183197118,2022-05-26,1,8.399,510.51,"Electronica",5,"Tarde",0.24,1758.65,"A00516","Corte","Auxiliar","C",0.633,"Preventivo",90
"M174",651.728260775795,2022-10-14,2,8.786,141.22,"Electronica",56,"Noche",0.29,1398.86,"A00517","Corte","Auxiliar","C",0.633,"Preventivo",90
"M174",1277.92253957689,2024-07-01,3,10.501,626.19,"Hidraulica",52,"Noche",0.62,2111.2,"A00518","Corte","Auxiliar","C",0.633,"Preventivo",90
"M175",1170.75145183061,2024-03-16,1,2.109,769.75,"Electrica",NA,"Mañana",0.6,693.98,"A00519","Acabado","Auxiliar","B",0.485,"Correctivo",NA
"M176",171.200890637934,2021-06-21,1,5.157,171.2,"Electronica",NA,"Noche",0.24,918.38,"A00520","Mecanizado","Auxiliar","B",0.531,"Correctivo",NA
"M176",216.33703153953,2021-08-05,2,5.28,45.14,"Hidraulica",NA,"Noche",0.38,1459.76,"A00521","Mecanizado","Auxiliar","B",0.531,"Correctivo",NA
"M176",259.355938979192,2021-09-17,3,5.398,43.02,"Electrica",NA,"Noche",0.83,1687.3,"A00522","Mecanizado","Auxiliar","B",0.531,"Correctivo",NA
"M176",286.551567994291,2021-10-14,4,5.473,27.2,"Electrica",NA,"Noche",0.72,1194.25,"A00523","Mecanizado","Auxiliar","B",0.531,"Correctivo",NA
"M176",463.343027810566,2022-04-09,5,5.957,176.79,"Electrica",NA,"Mañana",0.92,930.26,"A00524","Mecanizado","Auxiliar","B",0.531,"Correctivo",NA
"M176",478.016811074922,2022-04-24,6,5.997,14.67,"Mecanica",NA,"Mañana",0.41,1435.4,"A00525","Mecanizado","Auxiliar","B",0.531,"Correctivo",NA
"M176",614.390492278151,2022-09-07,7,6.371,136.37,"Mecanica",NA,"Noche",4.2,1165.28,"A00526","Mecanizado","Auxiliar","B",0.531,"Correctivo",NA
"M176",864.945544957183,2023-05-15,8,7.057,250.56,"Electronica",NA,"Tarde",0.46,1058.71,"A00527","Mecanizado","Auxiliar","B",0.531,"Correctivo",NA
"M176",894.91723420308,2023-06-14,9,7.139,29.97,"Electronica",NA,"Tarde",0.85,883.83,"A00528","Mecanizado","Auxiliar","B",0.531,"Correctivo",NA
"M176",910.820505735697,2023-06-30,10,7.183,15.9,"Electronica",NA,"Tarde",0.55,1736.74,"A00529","Mecanizado","Auxiliar","B",0.531,"Correctivo",NA
"M176",1008.73040689249,2023-10-06,11,7.451,97.91,"Hidraulica",NA,"Mañana",0.7,1520.16,"A00530","Mecanizado","Auxiliar","B",0.531,"Correctivo",NA
"M176",1126.56010252656,2024-02-01,12,7.774,117.83,"Mecanica",NA,"Mañana",0.33,1165.54,"A00531","Mecanizado","Auxiliar","B",0.531,"Correctivo",NA
"M178",460.869534135796,2022-04-06,1,7.098,460.87,"Hidraulica",NA,"Noche",40.4,909.75,"A00532","Corte","Critica","C",0.71,"Correctivo",NA
"M178",731.411094081821,2023-01-02,2,7.839,270.54,"Electrica",NA,"Mañana",10.43,451.69,"A00533","Corte","Critica","C",0.71,"Correctivo",NA
"M178",842.668294239324,2023-04-23,3,8.144,111.26,"Electronica",NA,"Mañana",15.4,909.89,"A00534","Corte","Critica","C",0.71,"Correctivo",NA
"M178",1417.54490785883,2024-11-18,4,9.719,574.88,"Electrica",NA,"Mañana",14.55,792.58,"A00535","Corte","Critica","C",0.71,"Correctivo",NA
"M179",1025.90230674366,2023-10-23,1,10.156,1025.9,"Electronica",106,"Tarde",5.85,1249.47,"A00536","Ensamblaje","Importante","C",0.887,"Preventivo",120
"M180",727.745288406964,2022-12-29,1,0.553,201.75,"Electronica",NA,"Tarde",0.94,2458.04,"A00537","Ensamblaje","Auxiliar","B",0.626,"Correctivo",NA
"M180",886.533219607547,2023-06-06,2,0.988,158.79,"Electrica",NA,"Tarde",0.64,1483.01,"A00538","Ensamblaje","Auxiliar","B",0.626,"Correctivo",NA
"M180",1085.62856890028,2023-12-22,3,1.533,199.1,"Hidraulica",NA,"Mañana",1,1481.14,"A00539","Ensamblaje","Auxiliar","B",0.626,"Correctivo",NA
"M180",1206.45943029132,2024-04-21,4,1.864,120.83,"Electrica",NA,"Noche",0.56,826.57,"A00540","Ensamblaje","Auxiliar","B",0.626,"Correctivo",NA
"M180",1410.56752715632,2024-11-11,5,2.423,204.11,"Mecanica",NA,"Mañana",0.55,1005.59,"A00541","Ensamblaje","Auxiliar","B",0.626,"Correctivo",NA
"M181",138.938353088684,2021-05-19,1,2.06,138.94,"Hidraulica",NA,"Noche",3.29,2750.66,"A00542","Mecanizado","Importante","A",0.822,"Correctivo",NA
"M181",619.523241065908,2022-09-12,2,3.377,480.58,"Electronica",NA,"Tarde",0.98,1645.78,"A00543","Mecanizado","Importante","A",0.822,"Correctivo",NA
"M181",930.13213683269,2023-07-20,3,4.228,310.61,"Electrica",NA,"Tarde",0.65,1900.54,"A00544","Mecanizado","Importante","A",0.822,"Correctivo",NA
"M181",1227.20320763718,2024-05-12,4,5.042,297.07,"Mecanica",NA,"Tarde",1.79,1098.82,"A00545","Mecanizado","Importante","A",0.822,"Correctivo",NA
"M183",1418.74766285275,2024-11-19,1,10.457,1418.75,"Electronica",96,"Noche",1.36,1519.12,"A00546","Corte","Importante","B",0.646,"Preventivo",120
"M184",656.450184909394,2022-10-19,1,1.237,451.45,"Electrica",NA,"Mañana",1.52,560.68,"A00547","Corte","Importante","A",0.641,"Correctivo",NA
"M184",802.804072193569,2023-03-14,2,1.638,146.35,"Mecanica",NA,"Mañana",9.24,1531.33,"A00548","Corte","Importante","A",0.641,"Correctivo",NA
"M184",1425.80136507354,2024-11-26,3,3.345,623,"Mecanica",NA,"Noche",1.22,1341.69,"A00549","Corte","Importante","A",0.641,"Correctivo",NA
"M185",216.531459233724,2021-08-05,1,4.412,216.53,"Mecanica",NA,"Mañana",1.77,665.04,"A00550","Corte","Auxiliar","A",0.7,"Correctivo",NA
"M185",371.912070517428,2022-01-07,2,4.838,155.38,"Hidraulica",NA,"Mañana",0.37,952.32,"A00551","Corte","Auxiliar","A",0.7,"Correctivo",NA
"M185",776.185668379301,2023-02-16,3,5.946,404.27,"Hidraulica",NA,"Tarde",0.56,943.8,"A00552","Corte","Auxiliar","A",0.7,"Correctivo",NA
"M185",958.919410046889,2023-08-17,4,6.446,182.73,"Electronica",NA,"Noche",0.05,1627.36,"A00553","Corte","Auxiliar","A",0.7,"Correctivo",NA
"M185",1359.2129597629,2024-09-21,5,7.543,400.29,"Hidraulica",NA,"Noche",0.38,1086.61,"A00554","Corte","Auxiliar","A",0.7,"Correctivo",NA
"M186",58.0708625379484,2021-02-28,1,6.367,58.07,"Electronica",44,"Tarde",1.76,1741.36,"A00555","Ensamblaje","Critica","A",0.74,"Preventivo",60
"M186",1385.90282502561,2024-10-17,2,10.005,1327.83,"Electronica",51,"Noche",13.19,1265.26,"A00556","Ensamblaje","Critica","A",0.74,"Preventivo",60
"M186",1407.90630986844,2024-11-08,3,10.065,22,"Electrica",13,"Tarde",2.12,778.27,"A00557","Ensamblaje","Critica","A",0.74,"Preventivo",60
"M187",241.736505685607,2021-08-30,1,4.909,241.74,"Mecanica",NA,"Noche",19.46,1091.2,"A00558","Acabado","Critica","B",0.615,"Correctivo",NA
"M187",1278.65797230043,2024-07-02,2,7.75,1036.92,"Electrica",NA,"Noche",7.85,3215.19,"A00559","Acabado","Critica","B",0.615,"Correctivo",NA
"M188",825.060672449181,2023-04-06,1,4.606,825.06,"Electronica",1,"Noche",0.43,900.95,"A00560","Acabado","Auxiliar","A",0.838,"Preventivo",60
"M188",934.383298165631,2023-07-24,2,4.905,109.32,"Mecanica",50,"Noche",0.22,434.54,"A00561","Acabado","Auxiliar","A",0.838,"Preventivo",60
"M189",1010.84314180794,2023-10-08,1,10.279,1010.84,"Electronica",31,"Tarde",1.56,498.72,"A00562","Acabado","Importante","A",0.441,"Preventivo",120
"M189",1125.01318225684,2024-01-31,2,10.592,114.17,"Hidraulica",26,"Tarde",2.43,350.28,"A00563","Acabado","Importante","A",0.441,"Preventivo",120
"M189",1137.97221868671,2024-02-12,3,10.627,12.96,"Mecanica",38,"Noche",4.43,177.02,"A00564","Acabado","Importante","A",0.441,"Preventivo",120
"M189",1348.85977097019,2024-09-10,4,11.205,210.89,"Hidraulica",9,"Tarde",10.93,500.14,"A00565","Acabado","Importante","A",0.441,"Preventivo",120
"M190",348.187349101063,2021-12-15,1,0.201,73.19,"Electronica",NA,"Mañana",0.58,315.84,"A00566","Acabado","Auxiliar","C",0.55,"Correctivo",NA
"M191",1380.21644382528,2024-10-12,1,4.927,1380.22,"Electrica",118,"Mañana",3.4,1239.32,"A00567","Corte","Importante","B",0.775,"Preventivo",120
"M192",463.171037534717,2022-04-09,1,1.532,463.17,"Electrica",79,"Noche",0.84,368.45,"A00568","Corte","Auxiliar","A",0.366,"Preventivo",120
"M192",1278.65727056027,2024-07-02,2,3.766,815.49,"Hidraulica",54,"Mañana",0.21,518.04,"A00569","Corte","Auxiliar","A",0.366,"Preventivo",120
"M193",717.126785859931,2022-12-19,1,2.62,717.13,"Mecanica",116,"Mañana",0.32,246.7,"A00570","Lijado","Auxiliar","A",0.71,"Preventivo",120
"M193",757.234609701205,2023-01-28,2,2.729,40.11,"Hidraulica",36,"Mañana",0.03,1530.43,"A00571","Lijado","Auxiliar","A",0.71,"Preventivo",120
"M193",761.861544441897,2023-02-01,3,2.742,4.63,"Mecanica",40,"Tarde",0.62,516.46,"A00572","Lijado","Auxiliar","A",0.71,"Preventivo",120
"M193",836.140286545036,2023-04-17,4,2.946,74.28,"Mecanica",115,"Noche",0.22,523.49,"A00573","Lijado","Auxiliar","A",0.71,"Preventivo",120
"M193",1073.15003304696,2023-12-10,5,3.595,237.01,"Electronica",112,"Tarde",0.21,933.22,"A00574","Lijado","Auxiliar","A",0.71,"Preventivo",120
"M193",1088.56876332057,2023-12-25,6,3.637,15.42,"Electronica",7,"Noche",0.72,1449.1,"A00575","Lijado","Auxiliar","A",0.71,"Preventivo",120
"M194",93.339354544878,2021-04-04,1,4.25,93.34,"Electronica",NA,"Mañana",5.07,1701.16,"A00576","Lijado","Critica","B",0.56,"Correctivo",NA
"M194",659.781339000911,2022-10-22,2,5.802,566.44,"Mecanica",NA,"Noche",39.65,395.83,"A00577","Lijado","Critica","B",0.56,"Correctivo",NA
"M195",1308.51502705691,2024-08-01,1,2.306,841.52,"Hidraulica",NA,"Mañana",5.61,570.79,"A00578","Lijado","Importante","A",0.806,"Correctivo",NA
"M196",92.0787531109527,2021-04-03,1,3.526,92.08,"Mecanica",NA,"Tarde",0.61,684.76,"A00579","Mecanizado","Auxiliar","B",0.743,"Correctivo",NA
"M196",120.36945251585,2021-05-01,2,3.604,28.29,"Electronica",NA,"Tarde",0.96,1752.97,"A00580","Mecanizado","Auxiliar","B",0.743,"Correctivo",NA
"M196",227.393166018417,2021-08-16,3,3.897,107.02,"Electrica",NA,"Mañana",0.18,524.58,"A00581","Mecanizado","Auxiliar","B",0.743,"Correctivo",NA
"M196",422.41541413567,2022-02-27,4,4.431,195.02,"Electronica",NA,"Tarde",0.63,1347.08,"A00582","Mecanizado","Auxiliar","B",0.743,"Correctivo",NA
"M196",596.980833601905,2022-08-20,5,4.91,174.57,"Hidraulica",NA,"Noche",0.85,1444.06,"A00583","Mecanizado","Auxiliar","B",0.743,"Correctivo",NA
"M196",1142.76333235973,2024-02-17,6,6.405,545.78,"Electronica",NA,"Mañana",0.49,1266.6,"A00584","Mecanizado","Auxiliar","B",0.743,"Correctivo",NA
"M197",134.263957558433,2021-05-15,1,5.916,134.26,"Mecanica",89,"Mañana",1.4,705.45,"A00585","Corte","Importante","C",0.658,"Preventivo",90
"M197",274.657657550415,2021-10-02,2,6.3,140.39,"Electrica",49,"Mañana",0.96,1754.86,"A00586","Corte","Importante","C",0.658,"Preventivo",90
"M197",340.099806966726,2021-12-07,3,6.48,65.44,"Electrica",25,"Tarde",4.48,1554.58,"A00587","Corte","Importante","C",0.658,"Preventivo",90
"M197",800.8774170666,2023-03-12,4,7.742,460.78,"Mecanica",35,"Mañana",8.54,1008.86,"A00588","Corte","Importante","C",0.658,"Preventivo",90
"M197",1105.44682348426,2024-01-11,5,8.577,304.57,"Mecanica",70,"Tarde",4.49,1666.62,"A00589","Corte","Importante","C",0.658,"Preventivo",90
"M197",1145.41783178784,2024-02-20,6,8.686,39.97,"Electrica",20,"Noche",0.87,1287.55,"A00590","Corte","Importante","C",0.658,"Preventivo",90
"M198",430.151881956961,2022-03-07,1,8.603,430.15,"Electronica",NA,"Mañana",1.31,297.84,"A00591","Ensamblaje","Auxiliar","A",0.744,"Correctivo",NA
"M198",726.685900309822,2022-12-28,2,9.416,296.53,"Mecanica",NA,"Mañana",0.21,153.23,"A00592","Ensamblaje","Auxiliar","A",0.744,"Correctivo",NA
"M198",1266.40464420547,2024-06-20,3,10.894,539.72,"Mecanica",NA,"Mañana",0.85,341.9,"A00593","Ensamblaje","Auxiliar","A",0.744,"Correctivo",NA
"M199",399.902144673979,2022-02-04,1,3.896,399.9,"Electrica",101,"Tarde",6.37,1179.4,"A00594","Mecanizado","Critica","B",0.62,"Preventivo",120
"M199",863.096057844348,2023-05-14,2,5.165,463.19,"Electronica",85,"Mañana",3.97,2891.26,"A00595","Mecanizado","Critica","B",0.62,"Preventivo",120
"M199",989.661968895467,2023-09-17,3,5.511,126.57,"Hidraulica",91,"Noche",13.23,1326.91,"A00596","Mecanizado","Critica","B",0.62,"Preventivo",120
"M200",138.70371509227,2021-05-19,1,4.942,138.7,"Mecanica",3,"Tarde",11.97,1988.72,"A00597","Lijado","Critica","B",0.567,"Preventivo",90
"M200",193.114234120585,2021-07-13,2,5.091,54.41,"Hidraulica",58,"Noche",11.79,1617.66,"A00598","Lijado","Critica","B",0.567,"Preventivo",90
"M200",560.44968642341,2022-07-15,3,6.097,367.34,"Electrica",65,"Tarde",19.66,682.46,"A00599","Lijado","Critica","B",0.567,"Preventivo",90
"M200",721.476826110622,2022-12-23,4,6.538,161.03,"Mecanica",46,"Tarde",3.73,1242.96,"A00600","Lijado","Critica","B",0.567,"Preventivo",90
"M200",980.942838334246,2023-09-08,5,7.249,259.47,"Electrica",35,"Mañana",4.9,1136.05,"A00601","Lijado","Critica","B",0.567,"Preventivo",90
"M201",1189.1169903609,2024-04-04,1,1.28,467.12,"Mecanica",107,"Mañana",0.04,736.01,"A00602","Corte","Auxiliar","C",0.482,"Preventivo",120
"M202",790.629972180584,2023-03-02,1,3.52,790.63,"Mecanica",NA,"Noche",4.58,225.11,"A00603","Corte","Importante","A",0.941,"Correctivo",NA
"M202",1010.19434550381,2023-10-08,2,4.121,219.56,"Electrica",NA,"Tarde",0.96,748.3,"A00604","Corte","Importante","A",0.941,"Correctivo",NA
"M202",1191.21284649102,2024-04-06,3,4.617,181.02,"Mecanica",NA,"Noche",1.48,819.44,"A00605","Corte","Importante","A",0.941,"Correctivo",NA
"M202",1441.1665779755,2024-12-12,4,5.302,249.95,"Hidraulica",NA,"Tarde",4.67,995.53,"A00606","Corte","Importante","A",0.941,"Correctivo",NA
"M203",325.760377715109,2021-11-22,1,3.158,325.76,"Electrica",NA,"Tarde",0.41,500.79,"A00607","Acabado","Importante","B",0.66,"Correctivo",NA
"M203",626.416303722886,2022-09-19,2,3.982,300.66,"Electronica",NA,"Mañana",6.88,563.85,"A00608","Acabado","Importante","B",0.66,"Correctivo",NA
"M203",1190.06707432377,2024-04-05,3,5.526,563.65,"Electronica",NA,"Mañana",7.1,336.18,"A00609","Acabado","Importante","B",0.66,"Correctivo",NA
"M203",1275.90163549548,2024-06-29,4,5.761,85.83,"Electronica",NA,"Noche",1.98,1745.46,"A00610","Acabado","Importante","B",0.66,"Correctivo",NA
"M204",28.1132885613479,2021-01-29,1,2.888,28.11,"Electronica",NA,"Mañana",0.4,398.37,"A00611","Acabado","Auxiliar","B",0.549,"Correctivo",NA
"M204",863.744066143874,2023-05-14,2,5.177,835.63,"Mecanica",NA,"Noche",0.47,332.74,"A00612","Acabado","Auxiliar","B",0.549,"Correctivo",NA
"M205",695.635090607917,2022-11-27,1,3.821,695.64,"Electronica",44,"Tarde",0.53,1326.94,"A00613","Acabado","Importante","A",0.788,"Preventivo",90
"M205",1440.94747067033,2024-12-11,2,5.863,745.31,"Mecanica",69,"Mañana",1.36,606.06,"A00614","Acabado","Importante","A",0.788,"Preventivo",90
"M206",98.3516643445473,2021-04-09,1,5.96,98.35,"Electrica",15,"Mañana",1.93,790.33,"A00615","Corte","Importante","C",0.631,"Preventivo",120
"M206",1100.90656034346,2024-01-06,2,8.707,1002.55,"Electronica",57,"Noche",2.18,711.33,"A00616","Corte","Importante","C",0.631,"Preventivo",120
"M206",1252.31824818184,2024-06-06,3,9.121,151.41,"Electronica",89,"Tarde",2.1,1591.68,"A00617","Corte","Importante","C",0.631,"Preventivo",120
"M207",262.685675209854,2021-09-20,1,1.262,262.69,"Electrica",NA,"Tarde",10.32,2033.17,"A00618","Ensamblaje","Critica","B",0.595,"Correctivo",NA
"M208",862.067310653394,2023-05-13,1,3.162,862.07,"Electronica",NA,"Mañana",3.11,1756.94,"A00619","Corte","Importante","B",0.915,"Correctivo",NA
"M208",1272.66679692618,2024-06-26,2,4.287,410.6,"Mecanica",NA,"Mañana",1.23,581.3,"A00620","Corte","Importante","B",0.915,"Correctivo",NA
"M208",1371.86819480523,2024-10-03,3,4.559,99.2,"Electrica",NA,"Noche",5.28,876.33,"A00621","Corte","Importante","B",0.915,"Correctivo",NA
"M209",85.2423911842052,2021-03-27,1,2.239,85.24,"Hidraulica",NA,"Noche",1.91,904.91,"A00622","Corte","Importante","A",0.724,"Correctivo",NA
"M209",117.878423919668,2021-04-28,2,2.328,32.64,"Hidraulica",NA,"Mañana",4.34,1680.17,"A00623","Corte","Importante","A",0.724,"Correctivo",NA
"M209",239.785223294981,2021-08-28,3,2.662,121.91,"Mecanica",NA,"Tarde",5.07,1177.4,"A00624","Corte","Importante","A",0.724,"Correctivo",NA
"M209",297.065877868095,2021-10-25,4,2.819,57.28,"Mecanica",NA,"Tarde",2.33,1569.39,"A00625","Corte","Importante","A",0.724,"Correctivo",NA
"M209",500.632865112042,2022-05-16,5,3.377,203.57,"Electrica",NA,"Tarde",2.3,1394.22,"A00626","Corte","Importante","A",0.724,"Correctivo",NA
"M209",626.534587561619,2022-09-19,6,3.722,125.9,"Electrica",NA,"Tarde",1.69,3134.79,"A00627","Corte","Importante","A",0.724,"Correctivo",NA
"M209",679.29360231082,2022-11-11,7,3.867,52.76,"Electronica",NA,"Tarde",4.02,1619.05,"A00628","Corte","Importante","A",0.724,"Correctivo",NA
"M209",720.849660870386,2022-12-22,8,3.98,41.56,"Hidraulica",NA,"Noche",1.29,2783.12,"A00629","Corte","Importante","A",0.724,"Correctivo",NA
"M209",968.749393480597,2023-08-27,9,4.66,247.9,"Electrica",NA,"Mañana",1.33,1419.79,"A00630","Corte","Importante","A",0.724,"Correctivo",NA
"M209",1058.58663004055,2023-11-25,10,4.906,89.84,"Electrica",NA,"Tarde",0.96,1371.01,"A00631","Corte","Importante","A",0.724,"Correctivo",NA
"M209",1376.12270536297,2024-10-08,11,5.776,317.54,"Electrica",NA,"Tarde",7.15,1565.37,"A00632","Corte","Importante","A",0.724,"Correctivo",NA
"M210",162.136036179727,2021-06-12,1,3.299,162.14,"Mecanica",NA,"Mañana",0.1,350.46,"A00633","Ensamblaje","Auxiliar","A",0.758,"Correctivo",NA
"M210",249.537985595874,2021-09-07,2,3.538,87.4,"Hidraulica",NA,"Mañana",0.33,213.28,"A00634","Ensamblaje","Auxiliar","A",0.758,"Correctivo",NA
"M210",448.154798879521,2022-03-25,3,4.083,198.62,"Electrica",NA,"Noche",0.14,600.45,"A00635","Ensamblaje","Auxiliar","A",0.758,"Correctivo",NA
"M210",506.360699475743,2022-05-22,4,4.242,58.21,"Electronica",NA,"Tarde",0.14,1185.13,"A00636","Ensamblaje","Auxiliar","A",0.758,"Correctivo",NA
"M210",1157.72867168789,2024-03-03,5,6.027,651.37,"Hidraulica",NA,"Noche",1.04,1520.46,"A00637","Ensamblaje","Auxiliar","A",0.758,"Correctivo",NA
"M211",501.28826919198,2022-05-17,1,5.102,501.29,"Electronica",62,"Tarde",0.36,1290.8,"A00638","Mecanizado","Importante","A",0.824,"Preventivo",120
"M211",608.451167569729,2022-09-01,2,5.396,107.16,"Electrica",49,"Mañana",1.8,1659.41,"A00639","Mecanizado","Importante","A",0.824,"Preventivo",120
"M211",915.624519499019,2023-07-05,3,6.237,307.17,"Hidraulica",116,"Noche",0.84,782.61,"A00640","Mecanizado","Importante","A",0.824,"Preventivo",120
"M211",1319.66634257021,2024-08-12,4,7.344,404.04,"Electrica",40,"Noche",3.12,541.82,"A00641","Mecanizado","Importante","A",0.824,"Preventivo",120
"M212",146.45369434543,2021-05-27,1,5.596,146.45,"Electrica",NA,"Noche",0.54,296.78,"A00642","Corte","Auxiliar","C",0.775,"Correctivo",NA
"M212",199.917256806046,2021-07-19,2,5.742,53.46,"Hidraulica",NA,"Mañana",0.84,1101.55,"A00643","Corte","Auxiliar","C",0.775,"Correctivo",NA
"M213",1096.97116773343,2024-01-02,1,3.331,1096.97,"Electrica",NA,"Tarde",9.59,2086.3,"A00644","Corte","Critica","B",0.714,"Correctivo",NA
"M215",20.1121071034577,2021-01-21,1,3.441,20.11,"Electronica",NA,"Mañana",22.68,1656.21,"A00645","Acabado","Critica","A",0.627,"Correctivo",NA
"M215",270.745911060367,2021-09-28,2,4.128,250.63,"Electronica",NA,"Mañana",28.91,5187.27,"A00646","Acabado","Critica","A",0.627,"Correctivo",NA
"M215",467.26935602678,2022-04-13,3,4.666,196.52,"Electrica",NA,"Tarde",20.67,3135.51,"A00647","Acabado","Critica","A",0.627,"Correctivo",NA
"M215",1172.56445921143,2024-03-18,4,6.599,705.3,"Mecanica",NA,"Noche",6.63,1628.79,"A00648","Acabado","Critica","A",0.627,"Correctivo",NA
"M215",1216.55480701337,2024-05-01,5,6.719,43.99,"Electrica",NA,"Tarde",20.74,2114.23,"A00649","Acabado","Critica","A",0.627,"Correctivo",NA
"M215",1437.33546687104,2024-12-08,6,7.324,220.78,"Mecanica",NA,"Tarde",18.07,1693.87,"A00650","Acabado","Critica","A",0.627,"Correctivo",NA
"M216",78.2820011030417,2021-03-20,1,4.187,78.28,"Mecanica",NA,"Mañana",1,662.82,"A00651","Ensamblaje","Importante","C",0.87,"Correctivo",NA
"M216",357.322842131602,2021-12-24,2,4.952,279.04,"Mecanica",NA,"Tarde",0.57,431.89,"A00652","Ensamblaje","Importante","C",0.87,"Correctivo",NA
"M216",1263.49997956445,2024-06-17,3,7.434,906.18,"Electronica",NA,"Tarde",4.11,1218.08,"A00653","Ensamblaje","Importante","C",0.87,"Correctivo",NA
"M217",725.945053379983,2022-12-27,1,1.468,535.95,"Hidraulica",NA,"Mañana",1.75,567.82,"A00654","Mecanizado","Importante","B",0.538,"Correctivo",NA
"M218",210.035008092178,2021-07-30,1,0.173,63.04,"Electrica",NA,"Tarde",0.21,310.4,"A00655","Acabado","Auxiliar","C",0.548,"Correctivo",NA
"M219",430.398859536275,2022-03-07,1,5.911,430.4,"Electrica",87,"Tarde",1.57,1449.69,"A00656","Acabado","Importante","B",0.458,"Preventivo",90
"M219",887.134843242122,2023-06-07,2,7.162,456.74,"Mecanica",4,"Tarde",1.55,2444.25,"A00657","Acabado","Importante","B",0.458,"Preventivo",90
"M219",927.643580466742,2023-07-17,3,7.273,40.51,"Mecanica",44,"Tarde",4.11,1118.56,"A00658","Acabado","Importante","B",0.458,"Preventivo",90
