"id_poliza","anio","tstart","tstop","expo_anual","n_partes_anual","edad_t","antig_veh_t","en_riesgo"
2380,5,4,4.356,0.356,1,82,7,1
2381,1,0,1,1,0,67,12,1
2381,2,1,2,1,0,68,13,1
2381,3,2,3,1,0,69,14,1
2381,4,3,4,1,0,70,15,1
2381,5,4,4.157,0.157,0,71,16,1
2382,1,0,1,1,0,56,5,1
2382,2,1,2,1,0,57,6,1
2382,3,2,3,1,0,58,7,1
2382,4,3,4,1,0,59,8,1
2382,5,4,5,1,0,60,9,1
2382,6,5,6,1,0,61,10,1
2382,7,6,6.716,0.716,0,62,11,1
2383,1,0,1,1,0,23,8,1
2383,2,1,2,1,0,24,9,1
2383,3,2,3,1,1,25,10,1
2383,4,3,4,1,0,26,11,1
2383,5,4,5,1,0,27,12,1
2383,6,5,6,1,0,28,13,1
2383,7,6,7,1,1,29,14,1
2383,8,7,8,1,0,30,15,1
2383,9,8,8.457,0.457,0,31,16,1
2384,1,0,1,1,0,85,13,1
2384,2,1,2,1,0,86,14,1
2384,3,2,3,1,0,87,15,1
2384,4,3,4,1,0,88,16,1
2384,5,4,5,1,0,89,17,1
2384,6,5,6,1,0,90,18,1
2384,7,6,7,1,0,91,19,1
2384,8,7,8,1,1,92,20,1
2384,9,8,8.012,0.012,0,93,21,1
2385,1,0,1,1,0,29,0,1
2385,2,1,2,1,0,30,1,1
2385,3,2,3,1,0,31,2,1
2385,4,3,4,1,0,32,3,1
2385,5,4,4.149,0.149,0,33,4,1
2386,1,0,1,1,0,18,4,1
2386,2,1,2,1,0,19,5,1
2386,3,2,3,1,0,20,6,1
2386,4,3,4,1,0,21,7,1
2386,5,4,5,1,0,22,8,1
2386,6,5,6,1,0,23,9,1
2386,7,6,7,1,0,24,10,1
2386,8,7,7.668,0.668,0,25,11,1
2387,1,0,1,1,0,34,9,1
2387,2,1,2,1,1,35,10,1
2387,3,2,3,1,0,36,11,1
2387,4,3,4,1,0,37,12,1
2387,5,4,5,1,0,38,13,1
2387,6,5,6,1,0,39,14,1
2387,7,6,6.068,0.068,0,40,15,1
2388,1,0,1,1,0,45,13,1
2388,2,1,2,1,0,46,14,1
2388,3,2,3,1,0,47,15,1
2388,4,3,4,1,0,48,16,1
2388,5,4,5,1,0,49,17,1
2388,6,5,6,1,0,50,18,1
2388,7,6,6.223,0.223,0,51,19,1
2389,1,0,1,1,0,45,12,1
2389,2,1,1.056,0.056,0,46,13,1
2390,1,0,1,1,0,74,14,1
2390,2,1,2,1,0,75,15,1
2390,3,2,3,1,0,76,16,1
2390,4,3,4,1,0,77,17,1
2390,5,4,5,1,0,78,18,1
2390,6,5,6,1,0,79,19,1
2390,7,6,6.7,0.7,0,80,20,1
2391,1,0,0.706,0.706,0,25,7,1
2392,1,0,1,1,0,47,10,1
2392,2,1,2,1,0,48,11,1
2392,3,2,3,1,0,49,12,1
2392,4,3,3.143,0.143,1,50,13,1
2393,1,0,1,1,0,44,12,1
2393,2,1,2,1,0,45,13,1
2393,3,2,3,1,0,46,14,1
2393,4,3,3.136,0.136,0,47,15,1
2394,1,0,1,1,0,38,10,1
2394,2,1,2,1,0,39,11,1
2394,3,2,3,1,0,40,12,1
2394,4,3,4,1,0,41,13,1
2394,5,4,4.358,0.358,0,42,14,1
2395,1,0,1,1,0,53,0,1
2395,2,1,2,1,0,54,1,1
2395,3,2,3,1,0,55,2,1
2395,4,3,4,1,0,56,3,1
2395,5,4,5,1,0,57,4,1
2395,6,5,6,1,0,58,5,1
2395,7,6,7,1,0,59,6,1
2395,8,7,8,1,0,60,7,1
2395,9,8,8.909,0.909,1,61,8,1
2396,1,0,1,1,0,36,5,1
2396,2,1,2,1,0,37,6,1
2396,3,2,3,1,0,38,7,1
2396,4,3,4,1,0,39,8,1
2396,5,4,5,1,0,40,9,1
2396,6,5,5.542,0.542,0,41,10,1
2397,1,0,1,1,0,26,3,1
2397,2,1,2,1,0,27,4,1
2397,3,2,2.893,0.893,0,28,5,1
2398,1,0,1,1,0,36,5,1
2398,2,1,2,1,0,37,6,1
2398,3,2,3,1,0,38,7,1
2398,4,3,4,1,0,39,8,1
2398,5,4,4.278,0.278,0,40,9,1
2399,1,0,0.481,0.481,0,28,4,1
2400,1,0,1,1,0,45,0,1
2400,2,1,1.701,0.701,0,46,1,1
2401,1,0,1,1,1,57,9,1
2401,2,1,2,1,0,58,10,1
2401,3,2,3,1,3,59,11,1
2401,4,3,3.399,0.399,0,60,12,1
2402,1,0,1,1,0,35,7,1
2402,2,1,2,1,0,36,8,1
2402,3,2,3,1,0,37,9,1
2402,4,3,4,1,0,38,10,1
2402,5,4,5,1,0,39,11,1
2402,6,5,6,1,0,40,12,1
2402,7,6,7,1,0,41,13,1
2402,8,7,7.382,0.382,0,42,14,1
2403,1,0,1,1,0,54,4,1
2403,2,1,2,1,0,55,5,1
2403,3,2,2.506,0.506,0,56,6,1
2404,1,0,1,1,0,44,16,1
2404,2,1,2,1,0,45,17,1
2404,3,2,2.653,0.653,0,46,18,1
2405,1,0,1,1,0,44,6,1
2405,2,1,2,1,0,45,7,1
2405,3,2,3,1,0,46,8,1
2405,4,3,4,1,0,47,9,1
2405,5,4,5,1,0,48,10,1
2405,6,5,6,1,0,49,11,1
2405,7,6,7,1,0,50,12,1
2405,8,7,7.262,0.262,0,51,13,1
2406,1,0,1,1,0,38,4,1
2406,2,1,2,1,0,39,5,1
2406,3,2,3,1,0,40,6,1
2406,4,3,4,1,0,41,7,1
2406,5,4,5,1,0,42,8,1
2406,6,5,6,1,0,43,9,1
2406,7,6,7,1,0,44,10,1
2406,8,7,7.661,0.661,0,45,11,1
2407,1,0,1,1,0,42,6,1
2407,2,1,2,1,0,43,7,1
2407,3,2,2.623,0.623,0,44,8,1
2408,1,0,1,1,0,26,11,1
2408,2,1,2,1,0,27,12,1
2408,3,2,2.573,0.573,0,28,13,1
2409,1,0,1,1,0,41,17,1
2409,2,1,1.982,0.982,0,42,18,1
2410,1,0,1,1,0,31,15,1
2410,2,1,2,1,0,32,16,1
2410,3,2,2.134,0.134,0,33,17,1
2411,1,0,1,1,0,47,5,1
2411,2,1,2,1,0,48,6,1
2411,3,2,3,1,0,49,7,1
2411,4,3,4,1,0,50,8,1
2411,5,4,5,1,0,51,9,1
2411,6,5,6,1,0,52,10,1
2411,7,6,7,1,0,53,11,1
2411,8,7,7.745,0.745,0,54,12,1
2412,1,0,1,1,0,73,13,1
2412,2,1,2,1,0,74,14,1
2412,3,2,3,1,0,75,15,1
2412,4,3,4,1,0,76,16,1
2412,5,4,4.652,0.652,1,77,17,1
2413,1,0,1,1,1,48,10,1
2413,2,1,2,1,1,49,11,1
2413,3,2,3,1,0,50,12,1
2413,4,3,4,1,0,51,13,1
2413,5,4,5,1,0,52,14,1
2413,6,5,6,1,0,53,15,1
2413,7,6,7,1,0,54,16,1
2413,8,7,8,1,0,55,17,1
2413,9,8,8.895,0.895,1,56,18,1
2414,1,0,1,1,1,72,13,1
2414,2,1,2,1,0,73,14,1
2414,3,2,3,1,0,74,15,1
2414,4,3,4,1,0,75,16,1
2414,5,4,5,1,0,76,17,1
2414,6,5,6,1,0,77,18,1
2414,7,6,7,1,0,78,19,1
2414,8,7,8,1,0,79,20,1
2414,9,8,9,1,0,80,21,1
2414,10,9,9.267,0.267,0,81,22,1
2415,1,0,1,1,0,22,7,1
2415,2,1,2,1,1,23,8,1
2415,3,2,3,1,0,24,9,1
2415,4,3,4,1,0,25,10,1
2415,5,4,5,1,0,26,11,1
2415,6,5,6,1,0,27,12,1
2415,7,6,7,1,0,28,13,1
2415,8,7,8,1,1,29,14,1
2415,9,8,8.306,0.306,0,30,15,1
2416,1,0,1,1,0,48,5,1
2416,2,1,2,1,0,49,6,1
2416,3,2,3,1,0,50,7,1
2416,4,3,3.435,0.435,0,51,8,1
2417,1,0,1,1,0,75,2,1
2417,2,1,2,1,0,76,3,1
2417,3,2,3,1,0,77,4,1
2417,4,3,4,1,0,78,5,1
2417,5,4,5,1,0,79,6,1
2417,6,5,5.792,0.792,0,80,7,1
2418,1,0,1,1,0,63,14,1
2418,2,1,2,1,0,64,15,1
2418,3,2,3,1,0,65,16,1
2418,4,3,4,1,1,66,17,1
2418,5,4,5,1,0,67,18,1
2418,6,5,5.414,0.414,0,68,19,1
2419,1,0,1,1,0,36,15,1
2419,2,1,2,1,0,37,16,1
2419,3,2,3,1,1,38,17,1
2419,4,3,4,1,0,39,18,1
2419,5,4,4.752,0.752,0,40,19,1
2420,1,0,1,1,0,46,5,1
2420,2,1,2,1,0,47,6,1
2420,3,2,3,1,0,48,7,1
2420,4,3,4,1,0,49,8,1
2420,5,4,5,1,0,50,9,1
2420,6,5,6,1,0,51,10,1
2420,7,6,6.032,0.032,0,52,11,1
2421,1,0,1,1,0,70,10,1
2421,2,1,2,1,0,71,11,1
2421,3,2,3,1,0,72,12,1
2421,4,3,4,1,0,73,13,1
2421,5,4,5,1,0,74,14,1
2421,6,5,6,1,0,75,15,1
2421,7,6,7,1,0,76,16,1
2421,8,7,8,1,0,77,17,1
2421,9,8,9,1,0,78,18,1
2421,10,9,9.756,0.756,0,79,19,1
2422,1,0,1,1,0,27,6,1
2422,2,1,2,1,0,28,7,1
2422,3,2,2.582,0.582,0,29,8,1
2423,1,0,1,1,0,42,15,1
2423,2,1,2,1,0,43,16,1
2423,3,2,3,1,0,44,17,1
2423,4,3,4,1,0,45,18,1
2423,5,4,5,1,0,46,19,1
2423,6,5,6,1,0,47,20,1
2423,7,6,7,1,0,48,21,1
2423,8,7,8,1,0,49,22,1
2423,9,8,8.352,0.352,1,50,23,1
2424,1,0,1,1,0,53,9,1
2424,2,1,2,1,0,54,10,1
2424,3,2,3,1,0,55,11,1
2424,4,3,4,1,0,56,12,1
2424,5,4,5,1,0,57,13,1
2424,6,5,6,1,0,58,14,1
2424,7,6,7,1,0,59,15,1
2424,8,7,8,1,0,60,16,1
2424,9,8,9,1,1,61,17,1
2424,10,9,9.377,0.377,0,62,18,1
2425,1,0,1,1,1,40,5,1
2425,2,1,2,1,0,41,6,1
2425,3,2,3,1,0,42,7,1
2425,4,3,4,1,0,43,8,1
2425,5,4,4.788,0.788,0,44,9,1
2426,1,0,1,1,1,27,13,1
2426,2,1,2,1,0,28,14,1
2426,3,2,3,1,0,29,15,1
2426,4,3,4,1,0,30,16,1
2426,5,4,5,1,0,31,17,1
2426,6,5,6,1,1,32,18,1
2426,7,6,7,1,0,33,19,1
2426,8,7,7.959,0.959,0,34,20,1
2427,1,0,1,1,0,44,5,1
2427,2,1,1.166,0.166,0,45,6,1
2428,1,0,1,1,0,18,9,1
2428,2,1,2,1,0,19,10,1
2428,3,2,3,1,0,20,11,1
2428,4,3,3.025,0.025,0,21,12,1
2429,1,0,1,1,0,41,8,1
2429,2,1,2,1,0,42,9,1
2429,3,2,3,1,0,43,10,1
2429,4,3,3.791,0.791,0,44,11,1
2430,1,0,1,1,0,51,6,1
2430,2,1,2,1,0,52,7,1
2430,3,2,3,1,0,53,8,1
2430,4,3,4,1,1,54,9,1
2430,5,4,5,1,0,55,10,1
2430,6,5,6,1,0,56,11,1
2430,7,6,6.436,0.436,0,57,12,1
2431,1,0,1,1,0,27,10,1
2431,2,1,2,1,1,28,11,1
2431,3,2,3,1,1,29,12,1
2431,4,3,4,1,1,30,13,1
2431,5,4,4.116,0.116,0,31,14,1
2432,1,0,1,1,0,41,8,1
2432,2,1,2,1,0,42,9,1
2432,3,2,3,1,0,43,10,1
2432,4,3,3.023,0.023,0,44,11,1
2433,1,0,1,1,0,63,15,1
2433,2,1,2,1,0,64,16,1
2433,3,2,3,1,0,65,17,1
2433,4,3,4,1,0,66,18,1
2433,5,4,5,1,0,67,19,1
2433,6,5,6,1,0,68,20,1
2433,7,6,6.374,0.374,0,69,21,1
2434,1,0,1,1,0,43,10,1
2434,2,1,2,1,2,44,11,1
2434,3,2,3,1,0,45,12,1
2434,4,3,3.356,0.356,0,46,13,1
2435,1,0,1,1,0,30,8,1
2435,2,1,2,1,0,31,9,1
2435,3,2,3,1,0,32,10,1
2435,4,3,4,1,0,33,11,1
2435,5,4,5,1,0,34,12,1
2435,6,5,5.307,0.307,0,35,13,1
2436,1,0,1,1,0,18,13,1
2436,2,1,2,1,0,19,14,1
2436,3,2,3,1,1,20,15,1
2436,4,3,4,1,0,21,16,1
2436,5,4,4.742,0.742,1,22,17,1
2437,1,0,1,1,0,63,10,1
2437,2,1,2,1,0,64,11,1
2437,3,2,3,1,0,65,12,1
2437,4,3,4,1,0,66,13,1
2437,5,4,5,1,0,67,14,1
2437,6,5,5.757,0.757,0,68,15,1
2438,1,0,1,1,0,65,5,1
2438,2,1,2,1,0,66,6,1
2438,3,2,3,1,0,67,7,1
2438,4,3,3.545,0.545,0,68,8,1
2439,1,0,1,1,0,26,5,1
2439,2,1,2,1,0,27,6,1
2439,3,2,3,1,0,28,7,1
2439,4,3,4,1,2,29,8,1
2439,5,4,5,1,1,30,9,1
2439,6,5,6,1,0,31,10,1
2439,7,6,6.131,0.131,0,32,11,1
2440,1,0,1,1,0,21,7,1
2440,2,1,2,1,0,22,8,1
2440,3,2,3,1,0,23,9,1
2440,4,3,4,1,1,24,10,1
2440,5,4,5,1,0,25,11,1
2440,6,5,6,1,0,26,12,1
2440,7,6,7,1,0,27,13,1
2440,8,7,8,1,0,28,14,1
2440,9,8,8.293,0.293,0,29,15,1
2441,1,0,1,1,0,47,0,1
2441,2,1,1.407,0.407,0,48,1,1
2442,1,0,1,1,0,48,8,1
2442,2,1,1.099,0.099,0,49,9,1
2443,1,0,1,1,0,31,15,1
2443,2,1,1.22,0.22,0,32,16,1
2444,1,0,1,1,0,34,7,1
2444,2,1,2,1,0,35,8,1
2444,3,2,3,1,0,36,9,1
2444,4,3,4,1,0,37,10,1
2444,5,4,5,1,0,38,11,1
2444,6,5,6,1,0,39,12,1
2444,7,6,6.516,0.516,0,40,13,1
2445,1,0,1,1,0,20,12,1
2445,2,1,2,1,0,21,13,1
2445,3,2,2.42,0.42,0,22,14,1
2446,1,0,1,1,0,38,5,1
2446,2,1,1.625,0.625,0,39,6,1
2447,1,0,1,1,0,51,8,1
2447,2,1,2,1,2,52,9,1
2447,3,2,3,1,0,53,10,1
2447,4,3,4,1,1,54,11,1
2447,5,4,4.475,0.475,0,55,12,1
2448,1,0,1,1,0,28,12,1
2448,2,1,2,1,0,29,13,1
2448,3,2,3,1,0,30,14,1
2448,4,3,4,1,0,31,15,1
2448,5,4,5,1,0,32,16,1
2448,6,5,6,1,0,33,17,1
2448,7,6,7,1,0,34,18,1
2448,8,7,8,1,0,35,19,1
2448,9,8,8.652,0.652,0,36,20,1
2449,1,0,1,1,0,66,4,1
2449,2,1,2,1,0,67,5,1
2449,3,2,3,1,0,68,6,1
2449,4,3,3.563,0.563,0,69,7,1
2450,1,0,1,1,0,18,15,1
2450,2,1,1.101,0.101,0,19,16,1
2451,1,0,1,1,0,22,8,1
2451,2,1,2,1,1,23,9,1
2451,3,2,3,1,0,24,10,1
2451,4,3,4,1,0,25,11,1
2451,5,4,4.844,0.844,0,26,12,1
2452,1,0,1,1,0,39,2,1
2452,2,1,2,1,0,40,3,1
2452,3,2,3,1,0,41,4,1
2452,4,3,3.881,0.881,1,42,5,1
2453,1,0,1,1,0,56,0,1
2453,2,1,2,1,0,57,1,1
2453,3,2,2.818,0.818,0,58,2,1
2454,1,0,0.571,0.571,0,46,10,1
2455,1,0,1,1,0,45,4,1
2455,2,1,2,1,1,46,5,1
2455,3,2,2.25,0.25,0,47,6,1
2456,1,0,1,1,0,28,14,1
2456,2,1,2,1,0,29,15,1
2456,3,2,3,1,0,30,16,1
2456,4,3,4,1,0,31,17,1
2456,5,4,5,1,0,32,18,1
2456,6,5,6,1,0,33,19,1
2456,7,6,7,1,0,34,20,1
2456,8,7,7.585,0.585,0,35,21,1
2457,1,0,1,1,0,58,7,1
2457,2,1,1.442,0.442,0,59,8,1
2458,1,0,1,1,0,36,17,1
2458,2,1,2,1,0,37,18,1
2458,3,2,3,1,0,38,19,1
2458,4,3,3.389,0.389,0,39,20,1
2459,1,0,1,1,0,58,9,1
2459,2,1,2,1,1,59,10,1
2459,3,2,3,1,0,60,11,1
2459,4,3,4,1,0,61,12,1
2459,5,4,5,1,0,62,13,1
2459,6,5,6,1,0,63,14,1
2459,7,6,6.321,0.321,0,64,15,1
2460,1,0,1,1,0,56,0,1
2460,2,1,2,1,0,57,1,1
2460,3,2,3,1,0,58,2,1
2460,4,3,4,1,1,59,3,1
2460,5,4,5,1,1,60,4,1
2460,6,5,6,1,0,61,5,1
2460,7,6,7,1,0,62,6,1
2460,8,7,8,1,0,63,7,1
2460,9,8,9,1,0,64,8,1
2460,10,9,9.133,0.133,0,65,9,1
2461,1,0,1,1,0,48,0,1
2461,2,1,2,1,0,49,1,1
2461,3,2,3,1,0,50,2,1
2461,4,3,4,1,0,51,3,1
2461,5,4,4.384,0.384,0,52,4,1
2462,1,0,1,1,0,37,6,1
2462,2,1,2,1,0,38,7,1
2462,3,2,3,1,0,39,8,1
2462,4,3,3.875,0.875,0,40,9,1
2463,1,0,1,1,0,47,8,1
2463,2,1,2,1,0,48,9,1
2463,3,2,3,1,0,49,10,1
2463,4,3,4,1,0,50,11,1
2463,5,4,5,1,0,51,12,1
2463,6,5,6,1,0,52,13,1
2463,7,6,7,1,0,53,14,1
2463,8,7,7.601,0.601,0,54,15,1
2464,1,0,1,1,0,83,4,1
2464,2,1,2,1,0,84,5,1
2464,3,2,3,1,0,85,6,1
2464,4,3,3.875,0.875,0,86,7,1
2465,1,0,1,1,0,29,1,1
2465,2,1,2,1,1,30,2,1
2465,3,2,2.411,0.411,0,31,3,1
2466,1,0,1,1,0,62,9,1
2466,2,1,2,1,0,63,10,1
2466,3,2,3,1,0,64,11,1
2466,4,3,4,1,0,65,12,1
2466,5,4,5,1,0,66,13,1
2466,6,5,6,1,0,67,14,1
2466,7,6,6.62,0.62,0,68,15,1
2467,1,0,1,1,0,42,1,1
2467,2,1,2,1,0,43,2,1
2467,3,2,2.015,0.015,0,44,3,1
2468,1,0,1,1,0,53,12,1
2468,2,1,2,1,0,54,13,1
2468,3,2,3,1,0,55,14,1
2468,4,3,4,1,0,56,15,1
2468,5,4,4.723,0.723,0,57,16,1
2469,1,0,1,1,0,35,11,1
2469,2,1,2,1,0,36,12,1
2469,3,2,3,1,1,37,13,1
2469,4,3,3.936,0.936,0,38,14,1
2470,1,0,1,1,0,28,10,1
2470,2,1,2,1,0,29,11,1
2470,3,2,3,1,0,30,12,1
2470,4,3,4,1,0,31,13,1
2470,5,4,5,1,0,32,14,1
2470,6,5,6,1,1,33,15,1
2470,7,6,7,1,0,34,16,1
2470,8,7,7.883,0.883,0,35,17,1
2471,1,0,1,1,0,74,10,1
2471,2,1,2,1,0,75,11,1
2471,3,2,3,1,0,76,12,1
2471,4,3,3.917,0.917,0,77,13,1
2472,1,0,1,1,0,19,3,1
2472,2,1,2,1,1,20,4,1
2472,3,2,3,1,1,21,5,1
2472,4,3,4,1,0,22,6,1
2472,5,4,5,1,1,23,7,1
2472,6,5,6,1,0,24,8,1
2472,7,6,7,1,2,25,9,1
2472,8,7,8,1,1,26,10,1
2472,9,8,8.435,0.435,1,27,11,1
2473,1,0,1,1,0,47,17,1
2473,2,1,1.742,0.742,0,48,18,1
2474,1,0,1,1,1,53,13,1
2474,2,1,2,1,0,54,14,1
2474,3,2,3,1,0,55,15,1
2474,4,3,4,1,0,56,16,1
2474,5,4,5,1,0,57,17,1
2474,6,5,6,1,0,58,18,1
2474,7,6,6.163,0.163,0,59,19,1
2475,1,0,1,1,0,53,12,1
2475,2,1,2,1,0,54,13,1
2475,3,2,3,1,1,55,14,1
2475,4,3,3.214,0.214,0,56,15,1
2476,1,0,1,1,1,43,14,1
2476,2,1,1.506,0.506,0,44,15,1
2477,1,0,1,1,0,35,7,1
2477,2,1,2,1,0,36,8,1
2477,3,2,3,1,0,37,9,1
2477,4,3,3.865,0.865,1,38,10,1
2478,1,0,1,1,0,39,17,1
2478,2,1,2,1,0,40,18,1
2478,3,2,2.392,0.392,0,41,19,1
2479,1,0,1,1,0,65,7,1
2479,2,1,2,1,0,66,8,1
2479,3,2,3,1,0,67,9,1
2479,4,3,4,1,0,68,10,1
2479,5,4,4.356,0.356,0,69,11,1
2480,1,0,1,1,0,63,18,1
2480,2,1,2,1,0,64,19,1
2480,3,2,2.513,0.513,0,65,20,1
2481,1,0,1,1,1,46,7,1
2481,2,1,2,1,0,47,8,1
2481,3,2,3,1,0,48,9,1
2481,4,3,4,1,1,49,10,1
2481,5,4,5,1,0,50,11,1
2481,6,5,6,1,0,51,12,1
2481,7,6,6.968,0.968,0,52,13,1
2482,1,0,0.165,0.165,0,39,14,1
2483,1,0,1,1,2,46,5,1
2483,2,1,1.053,0.053,0,47,6,1
2484,1,0,1,1,0,58,5,1
2484,2,1,2,1,0,59,6,1
2484,3,2,3,1,0,60,7,1
2484,4,3,3.256,0.256,0,61,8,1
2485,1,0,1,1,0,71,11,1
2485,2,1,2,1,0,72,12,1
2485,3,2,3,1,0,73,13,1
2485,4,3,4,1,0,74,14,1
2485,5,4,4.998,0.998,0,75,15,1
2486,1,0,1,1,0,33,6,1
2486,2,1,1.775,0.775,0,34,7,1
2487,1,0,1,1,0,50,0,1
2487,2,1,2,1,0,51,1,1
2487,3,2,3,1,0,52,2,1
2487,4,3,3.576,0.576,0,53,3,1
2488,1,0,1,1,0,45,14,1
2488,2,1,2,1,1,46,15,1
2488,3,2,3,1,0,47,16,1
2488,4,3,4,1,0,48,17,1
2488,5,4,5,1,0,49,18,1
2488,6,5,6,1,0,50,19,1
2488,7,6,7,1,0,51,20,1
2488,8,7,8,1,0,52,21,1
2488,9,8,8.214,0.214,0,53,22,1
2489,1,0,1,1,0,44,4,1
2489,2,1,2,1,0,45,5,1
2489,3,2,3,1,0,46,6,1
2489,4,3,4,1,0,47,7,1
2489,5,4,5,1,0,48,8,1
2489,6,5,6,1,0,49,9,1
2489,7,6,7,1,0,50,10,1
2489,8,7,8,1,0,51,11,1
2489,9,8,9,1,0,52,12,1
2489,10,9,9.933,0.933,1,53,13,1
2490,1,0,1,1,0,58,14,1
2490,2,1,2,1,0,59,15,1
2490,3,2,3,1,0,60,16,1
2490,4,3,4,1,0,61,17,1
2490,5,4,5,1,1,62,18,1
2490,6,5,6,1,0,63,19,1
2490,7,6,7,1,0,64,20,1
2490,8,7,8,1,1,65,21,1
2490,9,8,8.959,0.959,0,66,22,1
2491,1,0,1,1,0,69,23,1
2491,2,1,2,1,0,70,24,1
2491,3,2,3,1,0,71,25,1
2491,4,3,4,1,0,72,26,1
2491,5,4,5,1,0,73,27,1
2491,6,5,6,1,0,74,28,1
2491,7,6,6.795,0.795,0,75,29,1
2492,1,0,1,1,0,46,2,1
2492,2,1,2,1,0,47,3,1
2492,3,2,3,1,0,48,4,1
2492,4,3,4,1,0,49,5,1
2492,5,4,5,1,0,50,6,1
2492,6,5,5.443,0.443,0,51,7,1
2493,1,0,1,1,0,18,16,1
2493,2,1,2,1,0,19,17,1
2493,3,2,3,1,0,20,18,1
2493,4,3,3.46,0.46,0,21,19,1
2494,1,0,1,1,0,50,5,1
2494,2,1,2,1,0,51,6,1
2494,3,2,3,1,0,52,7,1
2494,4,3,4,1,0,53,8,1
2494,5,4,5,1,0,54,9,1
2494,6,5,5.132,0.132,0,55,10,1
2495,1,0,1,1,0,73,8,1
2495,2,1,2,1,0,74,9,1
2495,3,2,3,1,0,75,10,1
2495,4,3,3.472,0.472,0,76,11,1
2496,1,0,1,1,0,33,9,1
2496,2,1,1.079,0.079,0,34,10,1
2497,1,0,1,1,0,18,8,1
2497,2,1,2,1,0,19,9,1
2497,3,2,3,1,0,20,10,1
2497,4,3,3.305,0.305,0,21,11,1
2498,1,0,1,1,0,18,7,1
2498,2,1,2,1,0,19,8,1
2498,3,2,3,1,0,20,9,1
2498,4,3,4,1,0,21,10,1
2498,5,4,5,1,0,22,11,1
2498,6,5,6,1,0,23,12,1
2498,7,6,6.844,0.844,0,24,13,1
2499,1,0,1,1,0,18,3,1
2499,2,1,2,1,0,19,4,1
2499,3,2,3,1,0,20,5,1
2499,4,3,4,1,0,21,6,1
2499,5,4,4.271,0.271,0,22,7,1
2500,1,0,1,1,0,38,0,1
2500,2,1,2,1,1,39,1,1
2500,3,2,3,1,0,40,2,1
2500,4,3,3.371,0.371,0,41,3,1
2501,1,0,1,1,0,51,14,1
2501,2,1,2,1,0,52,15,1
2501,3,2,2.647,0.647,0,53,16,1
2502,1,0,1,1,0,64,16,1
2502,2,1,2,1,0,65,17,1
2502,3,2,3,1,0,66,18,1
2502,4,3,4,1,0,67,19,1
2502,5,4,5,1,0,68,20,1
2502,6,5,5.809,0.809,0,69,21,1
2503,1,0,0.277,0.277,0,28,2,1
2504,1,0,1,1,0,37,14,1
2504,2,1,2,1,0,38,15,1
2504,3,2,3,1,0,39,16,1
2504,4,3,4,1,0,40,17,1
2504,5,4,5,1,0,41,18,1
2504,6,5,6,1,0,42,19,1
2504,7,6,6.74,0.74,0,43,20,1
2505,1,0,1,1,0,52,25,1
2505,2,1,2,1,0,53,26,1
2505,3,2,3,1,0,54,27,1
2505,4,3,4,1,0,55,28,1
2505,5,4,4.601,0.601,1,56,29,1
2506,1,0,1,1,0,60,1,1
2506,2,1,2,1,0,61,2,1
2506,3,2,2.495,0.495,0,62,3,1
2507,1,0,1,1,0,78,4,1
2507,2,1,2,1,0,79,5,1
2507,3,2,3,1,0,80,6,1
2507,4,3,3.801,0.801,0,81,7,1
2508,1,0,1,1,0,43,7,1
2508,2,1,2,1,0,44,8,1
2508,3,2,3,1,0,45,9,1
2508,4,3,3.427,0.427,0,46,10,1
2509,1,0,1,1,0,22,12,1
2509,2,1,2,1,0,23,13,1
2509,3,2,3,1,0,24,14,1
2509,4,3,4,1,0,25,15,1
2509,5,4,5,1,0,26,16,1
2509,6,5,6,1,0,27,17,1
2509,7,6,7,1,0,28,18,1
2509,8,7,8,1,0,29,19,1
2509,9,8,9,1,0,30,20,1
2509,10,9,9.65,0.65,0,31,21,1
2510,1,0,1,1,0,56,3,1
2510,2,1,2,1,0,57,4,1
2510,3,2,2.427,0.427,0,58,5,1
2511,1,0,1,1,0,53,13,1
2511,2,1,2,1,0,54,14,1
2511,3,2,3,1,2,55,15,1
2511,4,3,4,1,0,56,16,1
2511,5,4,4.617,0.617,0,57,17,1
2512,1,0,1,1,0,49,11,1
2512,2,1,1.619,0.619,0,50,12,1
2513,1,0,1,1,0,39,20,1
2513,2,1,1.138,0.138,0,40,21,1
2514,1,0,1,1,0,51,7,1
2514,2,1,2,1,0,52,8,1
2514,3,2,3,1,0,53,9,1
2514,4,3,4,1,0,54,10,1
2514,5,4,4.144,0.144,0,55,11,1
2515,1,0,1,1,0,28,7,1
2515,2,1,2,1,0,29,8,1
2515,3,2,3,1,0,30,9,1
2515,4,3,4,1,0,31,10,1
2515,5,4,5,1,0,32,11,1
2515,6,5,6,1,0,33,12,1
2515,7,6,6.331,0.331,0,34,13,1
2516,1,0,1,1,1,57,8,1
2516,2,1,2,1,1,58,9,1
2516,3,2,2.113,0.113,0,59,10,1
2517,1,0,1,1,0,42,10,1
2517,2,1,2,1,0,43,11,1
2517,3,2,3,1,0,44,12,1
2517,4,3,3.538,0.538,0,45,13,1
2518,1,0,1,1,0,72,7,1
2518,2,1,2,1,0,73,8,1
2518,3,2,3,1,0,74,9,1
2518,4,3,4,1,0,75,10,1
2518,5,4,4.097,0.097,0,76,11,1
2519,1,0,1,1,0,39,4,1
2519,2,1,2,1,0,40,5,1
2519,3,2,3,1,0,41,6,1
2519,4,3,3.988,0.988,0,42,7,1
